TOKEN	TOPIC_NUM	POST_NUM	SENT_NUM	IS_ANSWER	HEAD	NER	COREFERENCE_CLUSTER	
дожила	5	37	4	0	кажется	0	0	
до	5	37	4	0	лет	0	0	
86	5	37	4	0	лет	0	0	
лет	5	37	4	0	дожила	0	0	
жила	5	37	4	0	дожила	0	0	
полноценной	5	37	4	0	жизнью	0	0	
жизнью	5	37	4	0	жила	0	0	
ни	5	37	4	0	наркоманкой	0	0	
наркоманкой	5	37	4	0	жизнью	0	0	
ни	5	37	4	0	отсталой	0	0	
умственно	5	37	4	0	отсталой	0	0	
отсталой	5	37	4	0	инвалидкой	0	0	
инвалидкой	5	37	4	0	стала	0	0	
не	5	37	4	0	стала	0	0	
стала	5	37	4	0	дожила	0	0	
а	5	37	5	0	выпросишь	0	0	
в	5	37	5	0	гос	0	0	
гос	5	37	5	0	выпросишь	0	0	
пнд	5	37	5	0	гос	0	0	
даже	5	37	5	0	зопиклон	0	0	
на	5	37	5	0	зопиклон	0	0	
зопиклон	5	37	5	0	выпросишь	0	0	
не	5	37	5	0	выпросишь	0	0	
выпросишь	5	37	5	0	выпросишь	0	0	
рецепт	5	37	5	0	выпросишь	0	0	
все	5	37	5	0	повторяют	0	0	
повторяют	5	37	5	0	выпросишь	0	0	
зазубренную	5	37	5	0	фразу	0	0	
фразу	5	37	5	0	повторяют	0	0	
что	5	37	5	0	нельзя	0	0	
бд	5	37	5	0	нельзя	0	0	
больше	5	37	5	0	недели	0	0	
недели	5	37	5	0	нельзя	0	0	
нельзя	5	37	5	0	повторяют	0	0	
принимать	5	37	5	0	принимать	0	0	
мама	5	38	0	0	пьет	0	0	
пьет	5	38	0	0	пьет	0	0	
тиапридал	5	38	0	0	пьет	0	0	
уже	5	38	0	0	10	0	0	
10	5	38	0	0	дней	0	0	
дней	5	38	0	0	пьет	0	0	
сейчас	5	38	0	0	раза	0	0	
два	5	38	0	0	раза	0	0	
раза	5	38	0	0	пьет	0	0	
в	5	38	0	0	день	0	0	
день	5	38	0	0	раза	0	0	
по	5	38	0	0	мг	0	0	
50	5	38	0	0	мг	0	0	
мг	5	38	0	0	раза	0	0	
но	5	38	1	0	убрал	0	0	
постоянные	5	38	1	0	боли	0	0	
головные	5	38	1	0	боли	0	0	
боли	5	38	1	0	убрал	0	0	
не	5	38	1	0	убрал	0	0	
убрал	5	38	1	0	убрал	0	0	
снизил	5	38	2	0	снизил	0	0	
ажитацию	5	38	2	0	снизил	0	0	
а	5	38	2	0	нормальный	0	0	
сон	5	38	2	0	нормальный	0	0	
и	5	38	2	0	так	0	0	
так	5	38	2	0	нормальный	0	0	
был	5	38	2	0	нормальный	0	0	
нормальный	5	38	2	0	снизил	0	0	
почти	5	38	2	0	снизил	0	0	
кому	5	38	3	0	помог	0	0	
нибудь	5	38	3	0	кому	0	0	
он	5	38	3	0	помог	0	0	
помог	5	38	3	0	помог	0	0	
от	5	38	3	0	болей	0	0	
головных	5	38	3	0	болей	0	0	
болей	5	38	3	0	помог	0	0	
и	5	38	3	0	дозировках	0	0	
в	5	38	3	0	дозировках	0	0	
каких	5	38	3	0	дозировках	0	0	
дозировках	5	38	3	0	болей	0	0	
а	5	39	0	0	препараты	0	0	
разве	5	39	0	0	препараты	0	0	
нейролептики	5	39	0	0	препараты	0	0	
это	5	39	0	0	препараты	0	0	
препараты	5	39	0	0	"			
"	0	0						
против	5	39	0	0	боли	0	0	
головной	5	39	0	0	боли	0	0	
боли	5	39	0	0	препараты	0	0	
я	5	39	1	0	эксперт	0	0	
конечно	5	39	1	0	эксперт	0	0	
не	5	39	1	0	эксперт	0	0	
эксперт	5	39	1	0	эксперт	0	0	
по	5	39	1	0	нейролептикам	0	0	
нейролептикам	5	39	1	0	эксперт	0	0	
но	5	39	1	0	звучит	0	0	
звучит	5	39	1	0	эксперт	0	0	
довольно	5	39	1	0	странно	0	0	
странно	5	39	1	0	звучит	0	0	
сначала	5	39	2	0	нужно	0	0	
нужно	5	39	2	0	нужно	0	0	
с	5	39	2	0	врачом	0	0	
врачом	5	39	2	0	найти	0	0	
найти	5	39	2	0	нужно	0	0	
причину	5	39	2	0	найти	0	0	
головных	5	39	2	0	болей	0	0	
болей	5	39	2	0	причину	0	0	
и	5	39	2	0	врач	0	0	
пусть	5	39	2	0	врач	0	0	
врач	5	39	2	0	назначает	0	0	
же	5	39	2	0	врач	0	0	
и	5	39	2	0	назначает	0	0	
назначает	5	39	2	0	нужно	0	0	
лечение	5	39	2	0	назначает	0	0	
у	5	40	0	0	нейролептика	0	0	
этого	5	40	0	0	нейролептика	0	0	
нейролептика	5	40	0	0	есть	0	0	
есть	5	40	0	0	есть	0	0	
анальгетический	5	40	0	0	эффект	0	0	
эффект	5	40	0	0	есть	0	0	
рустем	5	41	0	1	рустем	0	0	
сказал(а	5	41	0	1	рустем	0	0	
6	5	41	0	1	пп	0	0	
май	5	41	0	1	6	0	0	
2021	5	41	0	1	6	0	0	
3:54	5	41	0	1	6	0	0	
пп	5	41	0	1	пп	0	0	
мама	5	41	0	1	пьет	0	0	
пьет	5	41	0	1	пьет	0	0	
тиапридал	5	41	0	1	пьет	0	0	
уже	5	41	0	1	10	0	0	
10	5	41	0	1	дней	0	0	
дней	5	41	0	1	пьет	0	0	
сейчас	5	41	0	1	раза	0	0	
два	5	41	0	1	раза	0	0	
раза	5	41	0	1	пьет	0	0	
в	5	41	0	1	день	0	0	
день	5	41	0	1	раза	0	0	
по	5	41	0	1	мг	0	0	
50	5	41	0	1	мг	0	0	
мг	5	41	0	1	раза	0	0	
но	5	41	1	0	убрал	0	0	
постоянные	5	41	1	0	боли	0	0	
головные	5	41	1	0	боли	0	0	
боли	5	41	1	0	убрал	0	0	
не	5	41	1	0	убрал	0	0	
убрал	5	41	1	0	убрал	0	0	
снизил	5	41	2	0	снизил	0	0	
ажитацию	5	41	2	0	снизил	0	0	
а	5	41	2	0	нормальный	0	0	
сон	5	41	2	0	нормальный	0	0	
и	5	41	2	0	так	0	0	
так	5	41	2	0	нормальный	0	0	
был	5	41	2	0	нормальный	0	0	
нормальный	5	41	2	0	снизил	0	0	
почти	5	41	2	0	снизил	0	0	
кому	5	41	3	0	помог	0	0	
нибудь	5	41	3	0	кому	0	0	
он	5	41	3	0	помог	0	0	
помог	5	41	3	0	помог	0	0	
от	5	41	3	0	болей	0	0	
головных	5	41	3	0	болей	0	0	
болей	5	41	3	0	помог	0	0	
и	5	41	3	0	дозировках	0	0	
в	5	41	3	0	дозировках	0	0	
каких	5	41	3	0	дозировках	0	0	
дозировках	5	41	3	0	болей	0	0	
попробуйте	5	41	4	0	попробуйте	0	0	
галоперидол	5	41	4	0	попробуйте	0	0	
от	5	41	4	0	головы	0	0	
головы	5	41	4	0	галоперидол	0	0	
у	5	42	0	0	мамы	0	0	
мамы	5	42	0	0	мамы	0	0	
деменция	5	42	0	0	мамы	0	0	
тревожность	5	42	0	0	деменция	0	0	
ажитация	5	42	0	0	деменция	0	0	
постоянные	5	42	0	0	боли	0	0	
сильные	5	42	0	0	боли	0	0	
головные	5	42	0	0	боли	0	0	
боли	5	42	0	0	деменция	0	0	
была	5	42	1	0	выписана	0	0	
выписана	5	42	1	0	выписана	0	0	
лирика	5	42	1	0	выписана	0	0	
в	5	42	1	0	обезбаливающее	0	0	
первую	5	42	1	0	в	0	0	
очередь	5	42	1	0	в	0	0	
как	5	42	1	0	обезбаливающее	0	0	
обезбаливающее	5	42	1	0	лирика	0	0	
мама	5	42	2	0	пила	0	0	
пила	5	42	2	0	пила	0	0	
лирику	5	42	2	0	пила	0	0	
почти	5	42	2	0	два	0	0	
два	5	42	2	0	года	0	0	
года	5	42	2	0	пила	0	0	
но	5	42	2	0	ухудшила	0	0	
она	5	42	2	0	ухудшила	0	0	
очень	5	42	2	0	сильно	0	0	
сильно	5	42	2	0	ухудшила	0	0	
ухудшила	5	42	2	0	пила	0	0	
память	5	42	2	0	ухудшила	0	0	
и	5	42	2	0	дозировке	0	0	
на	5	42	2	0	дозировке	0	0	
дозировке	5	42	2	0	ухудшила	0	0	
225	5	42	2	0	мг	0	0	
мг	5	42	2	0	дозировке	0	0	
в	5	42	2	0	день	0	0	
день	5	42	2	0	дозировке	0	0	
практически	5	42	2	0	перестала	0	0	
перестала	5	42	2	0	пила	0	0	
обезбаливать	5	42	2	0	перестала	0	0	
у	5	42	3	0	тиаприда	0	0	
тиаприда	5	42	3	0	заявлены	0	0	
заявлены	5	42	3	0	заявлены	0	0	
в	5	42	3	0	числе	0	0	
том	5	42	3	0	числе	0	0	
числе	5	42	3	0	свойства	0	0	
анальгетические	5	42	3	0	свойства	0	0	
и	5	42	3	0	прокогнитивные	0	0	
прокогнитивные	5	42	3	0	анальгетические	0	0	
свойства	5	42	3	0	заявлены	0	0	
врачи	5	42	4	0	махнули	0	0	
уже	5	42	4	0	махнули	0	0	
махнули	5	42	4	0	махнули	0	0	
руками	5	42	4	0	махнули	0	0	
говорят	5	42	4	0	пробуйте	0	0	
пробуйте	5	42	4	0	махнули	0	0	
природу	5	42	5	0	определить	0	0	
головных	5	42	5	0	болей	0	0	
болей	5	42	5	0	природу	0	0	
определить	5	42	5	0	могут	0	0	
не	5	42	5	0	могут	0	0	
могут	5	42	5	0	могут	0	0	
или	5	42	5	0	хотят	0	0	
не	5	42	5	0	хотят	0	0	
хотят	5	42	5	0	могут	0	0	
говорят	5	42	6	0	есть	0	0	
там	5	42	6	0	есть	0	0	
все	5	42	6	0	есть	0	0	
есть	5	42	6	0	есть	0	0	
изначально	5	42	7	0	ставили	0	0	
ставили	5	42	7	0	ставили	0	0	
цервикокрониалгию	5	42	7	0	ставили	0	0	
сейчас	5	42	8	0	пишут	0	0	
пишут	5	42	8	0	пишут	0	0	
абузусные	5	42	8	0	боли	0	0	
боли	5	42	8	0	пишут	0	0	
по	5	42	9	0	мрт	0	0	
мрт	5	42	9	0	мрт	0	0	
множественные	5	42	9	0	очаги	0	0	
очаги	5	42	9	0	мрт	0	0	
глиоза	5	42	9	0	очаги	0	0	
стеноз	5	42	9	0	очаги	0	0	
сосудов	5	42	9	0	стеноз	0	0	
lordlegenda36	5	43	0	1	"			
"	0	0						
сказал(а	5	43	0	1	"			
"	0	0						
7	5	43	0	1	дп	0	0	
май	5	43	0	1	7	0	0	
2021	5	43	0	1	7	0	0	
12:45	5	43	0	1	7	0	0	
дп	5	43	0	1	дп	0	0	
попробуйте	5	43	0	1	дп	0	0	
галоперидол	5	43	0	1	попробуйте	0	0	
от	5	43	0	1	головы	0	0	
головы	5	43	0	1	попробуйте	0	0	
спасибо	5	43	1	0	спасибо	0	0	
а	5	43	2	0	дозировки	0	0	
какие	5	43	2	0	дозировки	0	0	
дозировки	5	43	2	0	дозировки	0	0	
невролог	5	43	3	0	говорила	0	0	
говорила	5	43	3	0	говорила	0	0	
что	5	43	3	0	можно	0	0	
можно	5	43	3	0	говорила	0	0	
и	5	43	3	0	тиаррид	0	0	
тиаррид	5	43	3	0	можно	0	0	
и	5	43	3	0	кветиапин	0	0	
кветиапин	5	43	3	0	тиаррид	0	0	
добавить	5	43	3	0	можно	0	0	
к	5	43	3	0	лирике	0	0	
лирике	5	43	3	0	добавить	0	0	
в	5	43	3	0	дозировках	0	0	
небольших	5	43	3	0	дозировках	0	0	
дозировках	5	43	3	0	добавить	0	0	
с	5	43	4	0	лирики	0	0	
лирики	5	43	4	0	сошли	0	0	
пока	5	43	4	0	сошли	0	0	
сошли	5	43	4	0	сошли	0	0	
лесенкой	5	43	4	0	сошли	0	0	
уже	5	43	5	0	месяц	0	0	
месяц	5	43	5	0	хочу	0	0	
без	5	43	5	0	нее	0	0	
нее	5	43	5	0	месяц	0	0	
хочу	5	43	5	0	хочу	0	0	
снять	5	43	5	0	хочу	0	0	
толер	5	43	5	0	снять	0	0	
пила	5	43	6	0	пила	0	0	
сейзар	5	43	6	0	пила	0	0	
ламотриджин	5	43	6	0	сейзар	0	0	
настроение	5	43	6	0	улучшил	0	0	
улучшил	5	43	6	0	пила	0	0	
боли	5	43	6	0	убрал	0	0	
не	5	43	6	0	убрал	0	0	
убрал	5	43	6	0	пила	0	0	
или	5	43	6	0	снизил	0	0	
незначительно	5	43	6	0	снизил	0	0	
снизил	5	43	6	0	пила	0	0	
рустем	5	44	0	1	рустем	0	0	
сказал(а	5	44	0	1	рустем	0	0	
7	5	44	0	1	дп	0	0	
май	5	44	0	1	7	0	0	
2021	5	44	0	1	7	0	0	
09:30	5	44	0	1	7	0	0	
дп	5	44	0	1	дп	0	0	
спасибо	5	44	0	1	дп	0	0	
а	5	44	1	0	дозировки	0	0	
какие	5	44	1	0	дозировки	0	0	
дозировки	5	44	1	0	дозировки	0	0	
невролог	5	44	2	0	говорила	0	0	
говорила	5	44	2	0	говорила	0	0	
что	5	44	2	0	можно	0	0	
можно	5	44	2	0	говорила	0	0	
и	5	44	2	0	тиаррид	0	0	
тиаррид	5	44	2	0	можно	0	0	
и	5	44	2	0	кветиапин	0	0	
кветиапин	5	44	2	0	тиаррид	0	0	
добавить	5	44	2	0	можно	0	0	
к	5	44	2	0	лирике	0	0	
лирике	5	44	2	0	добавить	0	0	
в	5	44	2	0	дозировках	0	0	
небольших	5	44	2	0	дозировках	0	0	
дозировках	5	44	2	0	добавить	0	0	
с	5	44	3	0	лирики	0	0	
лирики	5	44	3	0	сошли	0	0	
пока	5	44	3	0	сошли	0	0	
сошли	5	44	3	0	сошли	0	0	
лесенкой	5	44	3	0	сошли	0	0	
уже	5	44	4	0	месяц	0	0	
месяц	5	44	4	0	хочу	0	0	
без	5	44	4	0	нее	0	0	
нее	5	44	4	0	месяц	0	0	
хочу	5	44	4	0	хочу	0	0	
снять	5	44	4	0	хочу	0	0	
толер	5	44	4	0	снять	0	0	
пила	5	44	5	0	пила	0	0	
сейзар	5	44	5	0	пила	0	0	
ламотриджин	5	44	5	0	сейзар	0	0	
настроение	5	44	5	0	улучшил	0	0	
улучшил	5	44	5	0	пила	0	0	
боли	5	44	5	0	убрал	0	0	
не	5	44	5	0	убрал	0	0	
убрал	5	44	5	0	пила	0	0	
или	5	44	5	0	снизил	0	0	
незначительно	5	44	5	0	снизил	0	0	
снизил	5	44	5	0	пила	0	0	
в	5	44	6	0	случае	0	0	
вашем	5	44	6	0	случае	0	0	
случае	5	44	6	0	лучше	0	0	
лучше	5	44	6	0	лучше	0	0	
аскофен	5	44	6	0	лучше	0	0	
п	5	44	6	0	лучше	0	0	
принимаю	5	44	6	0	лучше	0	0	
его	5	44	6	0	принимаю	0	0	
сам	5	44	6	0	день	0	0	
каждый	5	44	6	0	день	0	0	
день	5	44	6	0	принимаю	0	0	
и	5	44	6	0	боль	0	0	
головную	5	44	6	0	боль	0	0	
боль	5	44	6	0	снимает	0	0	
как	5	44	6	0	рукой	0	0	
рукой	5	44	6	0	снимает	0	0	
снимает	5	44	6	0	лучше	0	0	
рустем	5	45	0	1	рустем	0	0	
сказал(а	5	45	0	1	рустем	0	0	
7	5	45	0	1	дп	0	0	
май	5	45	0	1	7	0	0	
2021	5	45	0	1	7	0	0	
09:30	5	45	0	1	7	0	0	
дп	5	45	0	1	дп	0	0	
спасибо	5	45	0	1	дп	0	0	
а	5	45	1	0	дозировки	0	0	
какие	5	45	1	0	дозировки	0	0	
дозировки	5	45	1	0	дозировки	0	0	
невролог	5	45	2	0	говорила	0	0	
говорила	5	45	2	0	говорила	0	0	
что	5	45	2	0	можно	0	0	
можно	5	45	2	0	говорила	0	0	
и	5	45	2	0	тиаррид	0	0	
тиаррид	5	45	2	0	можно	0	0	
и	5	45	2	0	кветиапин	0	0	
кветиапин	5	45	2	0	тиаррид	0	0	
добавить	5	45	2	0	можно	0	0	
к	5	45	2	0	лирике	0	0	
лирике	5	45	2	0	добавить	0	0	
в	5	45	2	0	дозировках	0	0	
небольших	5	45	2	0	дозировках	0	0	
дозировках	5	45	2	0	добавить	0	0	
с	5	45	3	0	лирики	0	0	
лирики	5	45	3	0	сошли	0	0	
пока	5	45	3	0	сошли	0	0	
сошли	5	45	3	0	сошли	0	0	
лесенкой	5	45	3	0	сошли	0	0	
уже	5	45	4	0	месяц	0	0	
месяц	5	45	4	0	хочу	0	0	
без	5	45	4	0	нее	0	0	
нее	5	45	4	0	месяц	0	0	
хочу	5	45	4	0	хочу	0	0	
снять	5	45	4	0	хочу	0	0	
толер	5	45	4	0	снять	0	0	
пила	5	45	5	0	пила	0	0	
сейзар	5	45	5	0	пила	0	0	
ламотриджин	5	45	5	0	сейзар	0	0	
настроение	5	45	5	0	улучшил	0	0	
улучшил	5	45	5	0	пила	0	0	
боли	5	45	5	0	убрал	0	0	
не	5	45	5	0	убрал	0	0	
убрал	5	45	5	0	пила	0	0	
или	5	45	5	0	снизил	0	0	
незначительно	5	45	5	0	снизил	0	0	
снизил	5	45	5	0	пила	0	0	
если	5	45	6	0	помогает	0	0	
не	5	45	6	0	помогает	0	0	
помогает	5	45	6	0	отменить	0	0	
отменить	5	45	6	0	отменить	0	0	
снять	5	45	7	0	снять	0	0	
толер	5	45	7	0	снять	0	0	
с	5	45	7	0	лирики	0	0	
лирики	5	45	7	0	снять	0	0	
и	5	45	7	0	начинать	0	0	
начинать	5	45	7	0	снять	0	0	
снова	5	45	7	0	начинать	0	0	
пару	5	45	8	0	должно	0	0	
месяцев	5	45	8	0	пару	0	0	
должно	5	45	8	0	должно	0	0	
хватить	5	45	8	0	должно	0	0	
lordlegenda36	5	45	9	1	lordlegenda36	0	0	
сказал(а	5	45	9	1	lordlegenda36	0	0	
7	5	45	9	1	дп	0	0	
май	5	45	9	1	7	0	0	
2021	5	45	9	1	7	0	0	
10:30	5	45	9	1	7	0	0	
дп	5	45	9	1	снимает	0	0	
в	5	45	9	1	случае	0	0	
вашем	5	45	9	1	случае	0	0	
случае	5	45	9	1	лучше	0	0	
лучше	5	45	9	1	дп	0	0	
аскофен	5	45	9	1	лучше	0	0	
п	5	45	9	1	лучше	0	0	
принимаю	5	45	9	1	снимает	0	0	
его	5	45	9	1	день	0	0	
сам	5	45	9	1	день	0	0	
каждый	5	45	9	1	день	0	0	
день	5	45	9	1	принимаю	0	0	
и	5	45	9	1	боль	0	0	
головную	5	45	9	1	боль	0	0	
боль	5	45	9	1	снимает	0	0	
как	5	45	9	1	рукой	0	0	
рукой	5	45	9	1	снимает	0	0	
снимает	5	45	9	1	снимает	0	0	
долговременно	5	45	10	0	вариант	0	0	
не	5	45	10	0	вариант	0	0	
вариант	5	45	10	0	вариант	0	0	
через	5	45	10	0	пару	0	0	
пару	5	45	10	0	возможно	0	0	
месяцев	5	45	10	0	пару	0	0	
возможно	5	45	10	0	вариант	0	0	
развитие	5	45	10	0	возможно	0	0	
абузусной	5	45	10	0	боли	0	0	
головной	5	45	10	0	боли	0	0	
боли	5	45	10	0	развитие	0	0	
или	5	46	0	0	аскофен	0	0	
аскофен	5	46	0	0	"			
"	0	0						
п	5	46	0	0	мг	0	0	
плюс	5	46	0	0	мг	0	0	
400	5	46	0	0	мг	0	0	
мг	5	46	0	0	аскофен	0	0	
ибупрофена	5	46	0	0	ибупрофена	0	0	
yurij76	5	47	0	1	"			
"	0	0						
m	5	47	0	1	yurij76	0	0	
сказал(а	5	47	0	1	"			
"	0	0						
7	5	47	0	1	пп	0	0	
май	5	47	0	1	7	0	0	
2021	5	47	0	1	7	0	0	
8:03	5	47	0	1	7	0	0	
пп	5	47	0	1	пп	0	0	
или	5	47	0	1	аскофен	0	0	
аскофен	5	47	0	1	"			
"	0	0						
п	5	47	0	1	мг	0	0	
плюс	5	47	0	1	мг	0	0	
400	5	47	0	1	мг	0	0	
мг	5	47	0	1	пп	0	0	
ибупрофена	5	47	0	1	мг	0	0	
аскофен	5	47	0	1	называется	0	0	
ультра	5	47	0	1	называется	0	0	
называется	5	47	0	1	называется	0	0	
долговременно	5	47	0	1	принимаю	0	0	
вариант	5	47	0	1	принимаю	0	0	
принимаю	5	47	0	1	называется	0	0	
5	5	47	0	1	лет	0	0	
лет	5	47	0	1	принимаю	0	0	
и	5	47	0	1	боли	0	0	
ни	5	47	0	1	боли	0	0	
какой	5	47	0	1	боли	0	0	
абзусной	5	47	0	1	боли	0	0	
головной	5	47	0	1	боли	0	0	
боли	5	47	0	1	лет	0	0	
там	5	47	0	1	составе	0	0	
еще	5	47	0	1	составе	0	0	
в	5	47	0	1	составе	0	0	
составе	5	47	0	1	называется	0	0	
малые	5	47	0	1	дозы	0	0	
дозы	5	47	0	1	составе	0	0	
ацетилки	5	47	0	1	дозы	0	0	
и	5	47	0	1	кофеина	0	0	
кофеина	5	47	0	1	ацетилки	0	0	
что	5	47	0	1	сказывается	0	0	
положительно	5	47	0	1	сказывается	0	0	
сказывается	5	47	0	1	называется	0	0	
на	5	47	0	1	кровообращении	0	0	
мозговом	5	47	0	1	кровообращении	0	0	
кровообращении	5	47	0	1	сказывается	0	0	
yurij76	5	48	0	1	"			
"	0	0						
m	5	48	0	1	yurij76	0	0	
сказал(а	5	48	0	1	"			
"	0	0						
7	5	48	0	1	пп	0	0	
май	5	48	0	1	7	0	0	
2021	5	48	0	1	7	0	0	
8:03	5	48	0	1	7	0	0	
пп	5	48	0	1	"			
								
"	0	0						
или	5	48	0	1	аскофен	0	0	
аскофен	5	48	0	1	"			
"	0	0						
п	5	48	0	1	мг	0	0	
плюс	5	48	0	1	мг	0	0	
400	5	48	0	1	мг	0	0	
мг	5	48	0	1	пп	0	0	
ибупрофена	5	48	0	1	мг	0	0	
ибупрофен	5	48	0	1	"			
								
"	0	0						
нурофен	5	48	0	1	ибупрофен	0	0	
в	5	48	0	1	формах	0	0	
разных	5	48	0	1	формах	0	0	
формах	5	48	0	1	нурофен	0	0	
не	5	48	0	1	помогает	0	0	
помогает	5	48	0	1	"			
								
"	0	0						
комбинированные	5	48	1	0	препараты	0	0	
препараты	5	48	1	0	сказали	0	0	
сказали	5	48	1	0	сказали	0	0	
убрать	5	48	1	0	сказали	0	0	
из	5	48	1	0	абузуса	0	0	
за	5	48	1	0	абузуса	0	0	
абузуса	5	48	1	0	убрать	0	0	
и	5	48	1	0	нпвс	0	0	
вообще	5	48	1	0	нпвс	0	0	
нпвс	5	48	1	0	стараться	0	0	
стараться	5	48	1	0	убрать	0	0	
не	5	48	1	0	давать	0	0	
давать	5	48	1	0	стараться	0	0	
немного	5	48	2	0	помогают	0	0	
помогают	5	48	2	0	помогают	0	0	
налгезин	5	48	2	0	помогают	0	0	
анальгин	5	48	2	0	налгезин	0	0	
кетопрофен	5	48	2	0	налгезин	0	0	
их	5	48	3	0	даю	0	0	
и	5	48	3	0	даю	0	0	
даю	5	48	3	0	даю	0	0	
попеременно	5	48	3	0	короткими	0	0	
короткими	5	48	3	0	курсами	0	0	
курсами	5	48	3	0	даю	0	0	
но	5	48	4	0	выход	0	0	
это	5	48	4	0	выход	0	0	
тоже	5	48	4	0	выход	0	0	
не	5	48	4	0	выход	0	0	
выход	5	48	4	0	выход	0	0	
неврологи	5	48	5	0	говорят	0	0	
говорят	5	48	5	0	говорят	0	0	
что	5	48	5	0	вызывает	0	0	
прием	5	48	5	0	вызывает	0	0	
этих	5	48	5	0	лекарств	0	0	
лекарств	5	48	5	0	прием	0	0	
сам	5	48	5	0	вызывает	0	0	
вызывает	5	48	5	0	говорят	0	0	
боли	5	48	5	0	вызывает	0	0	
тиапридал	5	48	6	0	начал	0	0	
начал	5	48	6	0	начал	0	0	
давать	5	48	6	0	начал	0	0	
три	5	48	6	0	раза	0	0	
раза	5	48	6	0	давать	0	0	
в	5	48	6	0	день	0	0	
день	5	48	6	0	раза	0	0	
по	5	48	6	0	мг	0	0	
50	5	48	6	0	мг	0	0	
мг	5	48	6	0	давать	0	0	
особого	5	48	6	0	эффекта	0	0	
эффекта	5	48	6	0	вижу	0	0	
я	5	48	6	0	вижу	0	0	
не	5	48	6	0	вижу	0	0	
вижу	5	48	6	0	начал	0	0	
осложняется	5	48	7	0	осложняется	0	0	
тем	5	48	7	0	осложняется	0	0	
что	5	48	7	0	мамы	0	0	
у	5	48	7	0	мамы	0	0	
мамы	5	48	7	0	тем	0	0	
деменция	5	48	7	0	мамы	0	0	
и	5	48	7	0	всегла	0	0	
она	5	48	7	0	всегла	0	0	
не	5	48	7	0	всегла	0	0	
всегла	5	48	7	0	может	0	0	
может	5	48	7	0	осложняется	0	0	
точно	5	48	7	0	описать	0	0	
описать	5	48	7	0	может	0	0	
силу	5	48	7	0	описать	0	0	
и	5	48	7	0	характер	0	0	
характер	5	48	7	0	силу	0	0	
боли	5	48	7	0	характер	0	0	
lordlegenda36	5	49	0	1	"			
"	0	0						
сказал(а	5	49	0	1	"			
"	0	0						
7	5	49	0	1	пп	0	0	
май	5	49	0	1	7	0	0	
2021	5	49	0	1	7	0	0	
11:02	5	49	0	1	7	0	0	
пп	5	49	0	1	пп	0	0	
аскофен	5	49	0	1	называется	0	0	
ультра	5	49	0	1	называется	0	0	
называется	5	49	0	1	пп	0	0	
долговременно	5	49	0	1	принимаю	0	0	
вариант	5	49	0	1	принимаю	0	0	
принимаю	5	49	0	1	называется	0	0	
5	5	49	0	1	лет	0	0	
лет	5	49	0	1	принимаю	0	0	
и	5	49	0	1	боли	0	0	
ни	5	49	0	1	боли	0	0	
какой	5	49	0	1	боли	0	0	
абзусной	5	49	0	1	боли	0	0	
головной	5	49	0	1	боли	0	0	
боли	5	49	0	1	лет	0	0	
там	5	49	0	1	составе	0	0	
еще	5	49	0	1	составе	0	0	
в	5	49	0	1	составе	0	0	
составе	5	49	0	1	называется	0	0	
малые	5	49	0	1	дозы	0	0	
дозы	5	49	0	1	составе	0	0	
ацетилки	5	49	0	1	дозы	0	0	
и	5	49	0	1	кофеина	0	0	
кофеина	5	49	0	1	ацетилки	0	0	
что	5	49	0	1	сказывается	0	0	
положительно	5	49	0	1	сказывается	0	0	
сказывается	5	49	0	1	называется	0	0	
на	5	49	0	1	кровообращении	0	0	
мозговом	5	49	0	1	кровообращении	0	0	
кровообращении	5	49	0	1	сказывается	0	0	
подобные	5	49	1	0	препараты	0	0	
препараты	5	49	1	0	принимала	0	0	
мама	5	49	1	0	принимала	0	0	
принимала	5	49	1	0	принимала	0	0	
помогали	5	49	1	0	принимала	0	0	
сначала	5	49	1	0	помогали	0	0	
потом	5	49	1	0	перестали	0	0	
почти	5	49	1	0	перестали	0	0	
перестали	5	49	1	0	принимала	0	0	
в	5	49	2	0	них	0	0	
них	5	49	2	0	помогает	0	0	
парацетамол	5	49	2	0	помогает	0	0	
а	5	49	2	0	вообше	0	0	
он	5	49	2	0	вообше	0	0	
вообше	5	49	2	0	помогает	0	0	
никак	5	49	2	0	не	0	0	
не	5	49	2	0	помогает	0	0	
помогает	5	49	2	0	помогает	0	0	
как	5	49	2	0	ибупрофен	0	0	
и	5	49	2	0	ибупрофен	0	0	
ибупрофен	5	49	2	0	помогает	0	0	
только	5	49	2	0	хуже	0	0	
хуже	5	49	2	0	помогает	0	0	
от	5	49	2	0	них	0	0	
них	5	49	2	0	хуже	0	0	
кофеин	5	49	3	0	помогает	0	0	
отдельно	5	49	3	0	помогает	0	0	
помогает	5	49	3	0	помогает	0	0	
я	5	49	3	0	давал	0	0	
его	5	49	3	0	давал	0	0	
давал	5	49	3	0	помогает	0	0	
крайне	5	49	3	0	редко	0	0	
редко	5	49	3	0	давал	0	0	
когда	5	49	3	0	мамы	0	0	
у	5	49	3	0	мамы	0	0	
мамы	5	49	3	0	было	0	0	
низкое	5	49	3	0	давление	0	0	
давление	5	49	3	0	было	0	0	
было	5	49	3	0	помогает	0	0	
а	5	49	4	0	гипертоник	0	0	
так	5	49	4	0	гипертоник	0	0	
она	5	49	4	0	гипертоник	0	0	
гипертоник	5	49	4	0	гипертоник	0	0	
