TOKEN	TOPIC_NUM	POST_NUM	SENT_NUM	TOKEN_NUM	IS_ANSWER	HEAD	NER	COREFERENCE_CLUSTER	
убрать	5	31	0	995	1	помог	0	0	
в	5	31	0	996	1	т.ч	0	0	
т.ч	5	31	0	997	1	убрать	0	0	
межрёберную	5	31	1	998	1	невралгию	0	0	
невралгию	5	31	1	999	1	невралгию	0	0	
которую	5	31	1	1000	1	лечил	0	0	
до	5	31	1	1001	1	того	0	0	
того	5	31	1	1002	1	лечил	0	0	
безуспешно	5	31	1	1003	1	лечил	0	0	
лечил	5	31	1	1004	1	невралгию	0	0	
терапевтическими	5	31	1	1005	1	препаратами	0	0	
препаратами	5	31	1	1006	1	лечил	0	0	
напишите	5	31	2	1007	1	напишите	0	0	
подробнее	5	31	2	1008	1	напишите	0	0	
-дозировки	5	31	2	1009	1	напишите	0	0	
время	5	31	3	1010	1	время	0	0	
приема	5	31	3	1011	1	время	0	0	
длительность	5	31	4	1012	1	длительность	0	0	
терапии	5	31	4	1013	1	длительность	0	0	
спасибо	5	31	5	1014	1	спасибо	0	0	
lalala	5	32	0	1015	1	"	0	0	
"	0	0					0	0	
сказал(а	5	32	0	1016	1	"	0	0	
"	0	0					0	0	
10	5	32	0	1017	1	дек	0	0	
дек	5	32	0	1018	1	напишите	0	0	
2020	5	32	0	1019	1	дек	0	0	
11:23	5	32	0	1020	1	дек	0	0	
дп	5	32	0	1021	1	дек	0	0	
напишите	5	32	0	1022	1	напишите	0	0	
подробнее	5	32	0	1023	1	напишите	0	0	
-дозировки	5	32	0	1024	1	напишите	0	0	
время	5	32	1	1025	1	время	0	0	
приема	5	32	1	1026	1	время	0	0	
длительность	5	32	2	1027	1	длительность	0	0	
терапии	5	32	2	1028	1	длительность	0	0	
спасибо	5	32	3	1029	1	спасибо	0	0	
назначили	5	32	4	1030	1	назначили	0	0	
изначально	5	32	4	1031	1	назначили	0	0	
100	5	32	4	1032	1	мг	0	0	
мг	5	32	4	1033	1	назначили	0	0	
по	5	32	4	1034	1	1/2	0	0	
1/2	5	32	4	1035	1	мг	0	0	
т	5	32	4	1036	1	1/2	0	0	
х	5	32	4	1037	1	3р	0	0	
3р	5	32	4	1038	1	3р	0	0	
но	5	32	4	1039	1	сказал	0	0	
врач	5	32	4	1040	1	сказал	0	0	
сказал	5	32	4	1041	1	сказал	0	0	
принимать	5	32	4	1042	1	сказал	0	0	
только	5	32	4	1043	1	тревогой	0	0	
при	5	32	4	1044	1	тревогой	0	0	
перед	5	32	4	1045	1	тревогой	0	0	
тревогой	5	32	4	1046	1	принимать	0	0	
принимал	5	32	5	1047	1	принимал	0	0	
1р./сут	5	32	5	1048	1	принимал	0	0	
после	5	32	5	1049	1	реакции	0	0	
положительной	5	32	5	1050	1	реакции	0	0	
реакции	5	32	5	1051	1	назначил	0	0	
назначил	5	32	5	1052	1	назначил	0	0	
по	5	32	5	1053	1	1т	0	0	
1т	5	32	5	1054	1	назначил	0	0	
так	5	32	6	1055	1	так	0	0	
же	5	32	6	1056	1	так	0	0	
принимаю	5	32	7	1057	1	принимаю	0	0	
месяц	5	32	7	1058	1	принимаю	0	0	
по	5	32	7	1059	1	схеме	0	0	
этой	5	32	7	1060	1	схеме	0	0	
схеме	5	32	7	1061	1	принимаю	0	0	
у	5	33	0	1062	0	меня	0	0	
меня	5	33	0	1063	0	меня	0	0	
ситуационный	5	33	0	1064	0	приём	0	0	
приём	5	33	0	1065	0	меня	0	0	
как	5	34	0	1066	0	он	0	0	
он	5	34	0	1067	0	бессонницы	2	3	
от	5	34	0	1068	0	бессонницы	0	0	
бессонницы	5	34	0	1069	0	бессонницы	0	0	
лучше	5	34	1	1070	0	лучше	0	0	
труксала	5	34	1	1071	0	лучше	0	0	
lalala	5	35	0	1072	1	"	0	0	
"	0	0					0	0	
сказал(а	5	35	0	1073	1	"	0	0	
"	0	0					0	0	
10	5	35	0	1074	1	дек	0	0	
дек	5	35	0	1075	1	дек	0	0	
2020	5	35	0	1076	1	дек	0	0	
11:21	5	35	0	1077	1	дек	0	0	
дп	5	35	0	1078	1	дек	0	0	
зачем	5	35	0	1079	1	усиливать	0	0	
усиливать	5	35	0	1080	1	дек	0	0	
действие	5	35	0	1081	1	усиливать	0	0	
ад	5	35	0	1082	1	действие	2	0	
может	5	35	1	1083	1	может	0	0	
просто	5	35	1	1084	1	повысить	0	0	
повысить	5	35	1	1085	1	может	0	0	
дозу	5	35	1	1086	1	повысить	0	0	
ад	5	35	1	1087	1	дозу	2	0	
если	5	35	2	1088	1	повысить	0	0	
просто	5	35	2	1089	1	повысить	0	0	
повысить	5	35	2	1090	1	значит	0	0	
дозировку	5	35	2	1091	1	повысить	0	0	
препарата	5	35	2	1092	1	дозировку	2	0	
то	5	35	2	1093	1	значит	0	0	
это	5	35	2	1094	1	значит	0	0	
далеко	5	35	2	1095	1	не	0	0	
не	5	35	2	1096	1	значит	0	0	
значит	5	35	2	1097	1	значит	0	0	
что	5	35	2	1098	1	усилится	0	0	
усилится	5	35	2	1099	1	значит	0	0	
эффект	5	35	2	1100	1	усилится	0	0	
может	5	35	2	1101	1	усилится	0	0	
появиться	5	35	2	1102	1	может	0	0	
передозировка	5	35	2	1103	1	может	0	0	
например	5	35	2	1104	1	причинам	0	0	
по	5	35	2	1105	1	причинам	0	0	
многим	5	35	2	1106	1	причинам	0	0	
причинам	5	35	2	1107	1	могут	0	0	
люди	5	35	2	1108	1	могут	0	0	
часто	5	35	2	1109	1	могут	0	0	
не	5	35	2	1110	1	могут	0	0	
могут	5	35	2	1111	1	усилится	0	0	
поднять	5	35	2	1112	1	могут	0	0	
дозировку	5	35	2	1113	1	поднять	0	0	
ад	5	35	2	1114	1	дозировку	2	0	
до	5	35	2	1115	1	максимальной	0	0	
максимальной	5	35	2	1116	1	поднять	0	0	
и	5	35	2	1117	1	приходится	0	0	
приходится	5	35	2	1118	1	могут	0	0	
прибегать	5	35	2	1119	1	приходится	0	0	
к	5	35	2	1120	1	усилению	0	0	
усилению	5	35	2	1121	1	прибегать	0	0	
разными	5	35	2	1122	1	способами	0	0	
способами	5	35	2	1123	1	усилению	0	0	
одним	5	35	2	1124	1	является	0	0	
из	5	35	2	1125	1	которых	0	0	
которых	5	35	2	1126	1	одним	0	0	
является	5	35	2	1127	1	способами	0	0	
добавление	5	35	2	1128	1	является	0	0	
атипичного	5	35	2	1129	1	нейролептика	0	0	
нейролептика	5	35	2	1130	1	добавление	2	0	
или	5	35	2	1131	1	лития	0	0	
например	5	35	2	1132	1	лития	0	0	
лития	5	35	2	1133	1	добавление	1	1133	
или	5	35	2	1134	1	буспирона	0	0	
буспирона	5	35	2	1135	1	добавление	1	1135	
алина	5	35	3	1136	1	лечат	0	0	
бессонницу	5	35	3	1137	1	лечат	0	0	
нейролептиками	5	35	3	1138	1	бессонницу	2	0	
не	5	35	3	1139	1	лечат	0	0	
лечат	5	35	3	1140	1	лечат	0	0	
алина	5	36	0	1141	1	алина	0	0	
сказал(а	5	36	0	1142	1	алина	0	0	
5	5	36	0	1143	1	фев	0	0	
фев	5	36	0	1144	1	фев	0	0	
2021	5	36	0	1145	1	фев	0	0	
2:40	5	36	0	1146	1	фев	0	0	
пп	5	36	0	1147	1	фев	0	0	
как	5	36	0	1148	1	он	0	0	
он	5	36	0	1149	1	он	0	0	
от	5	36	0	1150	1	бессонницы	0	0	
бессонницы	5	36	0	1151	1	он	0	0	
лучше	5	36	1	1152	1	лучше	0	0	
труксала	5	36	1	1153	1	лучше	1	1153	
да	5	36	2	1154	1	вопрос	0	0	
такой	5	36	2	1155	1	вопрос	0	0	
же	5	36	2	1156	1	такой	0	0	
вопрос	5	36	2	1157	1	вопрос	0	0	
vasya_stackenschneider	5	36	3	1158	1	vasya_stackenschneider	0	0	
сказал(а	5	36	3	1159	1	vasya_stackenschneider	0	0	
8	5	36	3	1160	1	фев	0	0	
фев	5	36	3	1161	1	фев	0	0	
2021	5	36	3	1162	1	фев	0	0	
05:01	5	36	3	1163	1	дп	0	0	
дп	5	36	3	1164	1	фев	0	0	
если	5	36	3	1165	1	повысить	0	0	
просто	5	36	3	1166	1	повысить	0	0	
повысить	5	36	3	1167	1	значит	0	0	
дозировку	5	36	3	1168	1	повысить	0	0	
препарата	5	36	3	1169	1	дозировку	2	0	
то	5	36	3	1170	1	значит	0	0	
это	5	36	3	1171	1	значит	0	0	
далеко	5	36	3	1172	1	не	0	0	
не	5	36	3	1173	1	значит	0	0	
значит	5	36	3	1174	1	значит	0	0	
что	5	36	3	1175	1	усилится	0	0	
усилится	5	36	3	1176	1	значит	0	0	
эффект	5	36	3	1177	1	усилится	0	0	
может	5	36	3	1178	1	усилится	0	0	
появиться	5	36	3	1179	1	может	0	0	
передозировка	5	36	3	1180	1	может	0	0	
например	5	36	3	1181	1	причинам	0	0	
по	5	36	3	1182	1	причинам	0	0	
многим	5	36	3	1183	1	причинам	0	0	
причинам	5	36	3	1184	1	могут	0	0	
люди	5	36	3	1185	1	могут	0	0	
часто	5	36	3	1186	1	могут	0	0	
не	5	36	3	1187	1	могут	0	0	
могут	5	36	3	1188	1	усилится	0	0	
поднять	5	36	3	1189	1	могут	0	0	
дозировку	5	36	3	1190	1	поднять	0	0	
ад	5	36	3	1191	1	дозировку	2	0	
до	5	36	3	1192	1	максимальной	0	0	
максимальной	5	36	3	1193	1	поднять	0	0	
и	5	36	3	1194	1	приходится	0	0	
приходится	5	36	3	1195	1	могут	0	0	
прибегать	5	36	3	1196	1	приходится	0	0	
к	5	36	3	1197	1	усилению	0	0	
усилению	5	36	3	1198	1	прибегать	0	0	
разными	5	36	3	1199	1	способами	0	0	
способами	5	36	3	1200	1	усилению	0	0	
одним	5	36	3	1201	1	является	0	0	
из	5	36	3	1202	1	которых	0	0	
которых	5	36	3	1203	1	одним	0	0	
является	5	36	3	1204	1	способами	0	0	
добавление	5	36	3	1205	1	является	0	0	
атипичного	5	36	3	1206	1	нейролептика	0	0	
нейролептика	5	36	3	1207	1	добавление	2	0	
или	5	36	3	1208	1	лития	0	0	
например	5	36	3	1209	1	лития	0	0	
лития	5	36	3	1210	1	добавление	0	0	
или	5	36	3	1211	1	буспирона	0	0	
буспирона	5	36	3	1212	1	добавление	0	0	
алина	5	36	4	1213	1	лечат	0	0	
бессонницу	5	36	4	1214	1	лечат	0	0	
нейролептиками	5	36	4	1215	1	бессонницу	0	0	
не	5	36	4	1216	1	лечат	0	0	
лечат	5	36	4	1217	1	лечат	0	0	
зато	5	36	5	1218	1	привыкания	0	0	
привыкания	5	36	5	1219	1	привыкания	0	0	
нет	5	36	5	1220	1	нет	0	0	
я	5	37	0	1221	0	тиапридала	0	0	
100	5	37	0	1222	0	мг	0	0	
мг	5	37	0	1223	0	тиапридала	0	0	
тиапридала	5	37	0	1224	0	тиапридала	0	0	
даже	5	37	0	1225	0	почувствовала	0	0	
не	5	37	0	1226	0	почувствовала	0	0	
почувствовала	5	37	0	1227	0	тиапридала	0	0	
но	5	37	1	1228	0	пила	0	0	
я	5	37	1	1229	0	пила	0	0	
пила	5	37	1	1230	0	пила	0	0	
в	5	37	1	1231	0	связке	0	0	
связке	5	37	1	1232	0	пила	0	0	
15	5	37	1	1233	0	мг	0	0	
мг	5	37	1	1234	0	пила	0	0	
миртазапина	5	37	1	1235	0	мг	0	0	
плюс	5	37	1	1236	0	мг	0	0	
1	5	37	1	1237	0	мг	0	0	
мг	5	37	1	1238	0	пила	0	0	
алпрозолама	5	37	1	1239	0	мг	0	0	
мне	5	37	2	1240	0	даёт	0	0	
это	5	37	2	1241	0	даёт	0	0	
даёт	5	37	2	1242	0	даёт	0	0	
не	5	37	2	1243	0	очень	0	0	
очень	5	37	2	1244	0	качественный	0	0	
качественный	5	37	2	1245	0	сон	0	0	
6	5	37	2	1246	0	сон	0	0	
часовой	5	37	2	1247	0	сон	0	0	
сон	5	37	2	1248	0	даёт	0	0	
решающую	5	37	2	1249	0	роль	0	0	
роль	5	37	2	1250	0	играет	0	0	
в	5	37	2	1251	0	связке	0	0	
этой	5	37	2	1252	0	связке	0	0	
связке	5	37	2	1253	0	роль	0	0	
играет	5	37	2	1254	0	сон	0	0	
алпрозолам	5	37	2	1255	0	играет	0	0	
однозначно	5	37	2	1256	0	играет	0	0	
но	5	37	2	1257	0	сказала	0	0	
мой	5	37	2	1258	0	пт	0	0	
пт	5	37	2	1259	0	сказала	0	0	
сказала	5	37	2	1260	0	даёт	0	0	
его	5	37	2	1261	0	сказала	0	0	
пить	5	37	2	1262	0	сказала	0	0	
2	5	37	2	1263	0	недели	0	0	
недели	5	37	2	1264	0	пить	0	0	
а	5	37	2	1265	0	дальше	0	0	
что	5	37	2	1266	0	дальше	0	0	
дальше	5	37	2	1267	0	непонятно	0	0	
вообще	5	37	2	1268	0	непонятно	0	0	
непонятно	5	37	2	1269	0	даёт	0	0	
но	5	37	3	1270	0	скажу	0	0	
скажу	5	37	3	1271	0	скажу	0	0	
одно	5	37	3	1272	0	скажу	0	0	
по	5	37	3	1273	0	действию	0	0	
действию	5	37	3	1274	0	скажу	0	0	
и	5	37	3	1275	0	побочкм	0	0	
побочкм	5	37	3	1276	0	действию	0	0	
бд	5	37	3	1277	0	побочкм	0	0	
препараты	5	37	3	1278	0	бд	0	0	
переносятся	5	37	3	1279	0	скажу	0	0	
гораздо	5	37	3	1280	0	легче	0	0	
легче	5	37	3	1281	0	переносятся	0	0	
нейролептиков	5	37	3	1282	0	легче	0	0	
нет	5	37	3	1283	0	переносятся	0	0	
тахикардии	5	37	3	1284	0	нет	0	0	
тумана	5	37	3	1285	0	тахикардии	0	0	
в	5	37	3	1286	0	голове	0	0	
голове	5	37	3	1287	0	тумана	0	0	
просыпаешься	5	37	3	1288	0	переносятся	0	0	
утром	5	37	3	1289	0	просыпаешься	0	0	
нормальным	5	37	3	1290	0	человеком	0	0	
человеком	5	37	3	1291	0	просыпаешься	0	0	
все	5	37	4	1292	0	разговоры	0	0	
эти	5	37	4	1293	0	разговоры	0	0	
разговоры	5	37	4	1294	0	кажется	0	0	
что	5	37	4	1295	0	наркогенны	0	0	
бд	5	37	4	1296	0	наркогенны	0	0	
ужасно	5	37	4	1297	0	наркогенны	0	0	
наркогенны	5	37	4	1298	0	разговоры	0	0	
и	5	37	4	1299	0	преувеличены	0	0	
прочее	5	37	4	1300	0	преувеличены	0	0	
слишком	5	37	4	1301	0	преувеличены	0	0	
преувеличены	5	37	4	1302	0	наркогенны	0	0	
мне	5	37	4	1303	0	преувеличены	0	0	
кажется	5	37	4	1304	0	кажется	0	0	
в	5	37	4	1305	0	ссср	0	0	
ссср	5	37	4	1306	0	принимали	0	0	
все	5	37	4	1307	0	принимали	0	0	
принимали	5	37	4	1308	0	кажется	0	0	
эти	5	37	4	1309	0	препараты	0	0	
препараты	5	37	4	1310	0	принимали	0	0	
даже	5	37	4	1311	0	взять	0	0	
взять	5	37	4	1312	0	кажется	0	0	
мою	5	37	4	1313	0	бабушку	0	0	
бабушку	5	37	4	1314	0	взять	0	0	
всю	5	37	4	1315	0	жизнь	0	0	
жизнь	5	37	4	1316	0	спала	0	0	
спала	5	37	4	1317	0	кажется	0	0	
на	5	37	4	1318	0	мин	0	0	
мин	5	37	4	1319	0	спала	0	0	
дозах	5	37	4	1320	0	спала	0	0	
фена	5	37	4	1321	0	дозах	0	0	
до	5	37	4	1322	0	этого	0	0	
этого	5	37	4	1323	0	был	0	0	
был	5	37	4	1324	0	кажется	0	0	
реланиум	5	37	4	1325	0	был	0	0	
но	5	37	4	1326	0	естественно	0	0	
это	5	37	4	1327	0	естественно	0	0	
не	5	37	4	1328	0	каждый	0	0	
каждый	5	37	4	1329	0	день	0	0	
день	5	37	4	1330	0	естественно	0	0	
естественно	5	37	4	1331	0	реланиум	0	0	
дожила	5	37	4	1332	0	кажется	0	0	
до	5	37	4	1333	0	лет	0	0	
86	5	37	4	1334	0	лет	0	0	
лет	5	37	4	1335	0	дожила	0	0	
жила	5	37	4	1336	0	дожила	0	0	
полноценной	5	37	4	1337	0	жизнью	0	0	
жизнью	5	37	4	1338	0	жила	0	0	
ни	5	37	4	1339	0	наркоманкой	0	0	
наркоманкой	5	37	4	1340	0	жизнью	0	0	
ни	5	37	4	1341	0	отсталой	0	0	
умственно	5	37	4	1342	0	отсталой	0	0	
отсталой	5	37	4	1343	0	инвалидкой	0	0	
инвалидкой	5	37	4	1344	0	стала	0	0	
не	5	37	4	1345	0	стала	0	0	
стала	5	37	4	1346	0	дожила	0	0	
а	5	37	5	1347	0	выпросишь	0	0	
в	5	37	5	1348	0	гос	0	0	
гос	5	37	5	1349	0	выпросишь	0	0	
пнд	5	37	5	1350	0	гос	0	0	
даже	5	37	5	1351	0	зопиклон	0	0	
на	5	37	5	1352	0	зопиклон	0	0	
зопиклон	5	37	5	1353	0	выпросишь	0	0	
не	5	37	5	1354	0	выпросишь	0	0	
выпросишь	5	37	5	1355	0	выпросишь	0	0	
рецепт	5	37	5	1356	0	выпросишь	0	0	
все	5	37	5	1357	0	повторяют	0	0	
повторяют	5	37	5	1358	0	выпросишь	0	0	
зазубренную	5	37	5	1359	0	фразу	0	0	
фразу	5	37	5	1360	0	повторяют	0	0	
что	5	37	5	1361	0	нельзя	0	0	
бд	5	37	5	1362	0	нельзя	0	0	
больше	5	37	5	1363	0	недели	0	0	
недели	5	37	5	1364	0	нельзя	0	0	
нельзя	5	37	5	1365	0	повторяют	0	0	
принимать	5	37	5	1366	0	принимать	0	0	
мама	5	38	0	1367	0	пьет	0	0	
пьет	5	38	0	1368	0	пьет	0	0	
тиапридал	5	38	0	1369	0	пьет	0	0	
уже	5	38	0	1370	0	10	0	0	
10	5	38	0	1371	0	дней	0	0	
дней	5	38	0	1372	0	пьет	0	0	
сейчас	5	38	0	1373	0	раза	0	0	
два	5	38	0	1374	0	раза	0	0	
раза	5	38	0	1375	0	пьет	0	0	
в	5	38	0	1376	0	день	0	0	
день	5	38	0	1377	0	раза	0	0	
по	5	38	0	1378	0	мг	0	0	
50	5	38	0	1379	0	мг	0	0	
мг	5	38	0	1380	0	раза	0	0	
но	5	38	1	1381	0	убрал	0	0	
постоянные	5	38	1	1382	0	боли	0	0	
головные	5	38	1	1383	0	боли	0	0	
боли	5	38	1	1384	0	убрал	0	0	
не	5	38	1	1385	0	убрал	0	0	
убрал	5	38	1	1386	0	убрал	0	0	
снизил	5	38	2	1387	0	снизил	0	0	
ажитацию	5	38	2	1388	0	снизил	0	0	
а	5	38	2	1389	0	нормальный	0	0	
сон	5	38	2	1390	0	нормальный	0	0	
и	5	38	2	1391	0	так	0	0	
так	5	38	2	1392	0	нормальный	0	0	
был	5	38	2	1393	0	нормальный	0	0	
нормальный	5	38	2	1394	0	снизил	0	0	
почти	5	38	2	1395	0	снизил	0	0	
кому	5	38	3	1396	0	помог	0	0	
нибудь	5	38	3	1397	0	кому	0	0	
он	5	38	3	1398	0	помог	0	0	
помог	5	38	3	1399	0	помог	0	0	
от	5	38	3	1400	0	болей	0	0	
головных	5	38	3	1401	0	болей	0	0	
болей	5	38	3	1402	0	помог	0	0	
и	5	38	3	1403	0	дозировках	0	0	
в	5	38	3	1404	0	дозировках	0	0	
каких	5	38	3	1405	0	дозировках	0	0	
дозировках	5	38	3	1406	0	болей	0	0	
а	5	39	0	1407	0	препараты	0	0	
разве	5	39	0	1408	0	препараты	0	0	
нейролептики	5	39	0	1409	0	препараты	0	0	
это	5	39	0	1410	0	препараты	0	0	
препараты	5	39	0	1411	0	"	0	0	
"	0	0					0	0	
против	5	39	0	1412	0	боли	0	0	
головной	5	39	0	1413	0	боли	0	0	
боли	5	39	0	1414	0	препараты	0	0	
я	5	39	1	1415	0	эксперт	0	0	
конечно	5	39	1	1416	0	эксперт	0	0	
не	5	39	1	1417	0	эксперт	0	0	
эксперт	5	39	1	1418	0	эксперт	0	0	
по	5	39	1	1419	0	нейролептикам	0	0	
нейролептикам	5	39	1	1420	0	эксперт	0	0	
но	5	39	1	1421	0	звучит	0	0	
звучит	5	39	1	1422	0	эксперт	0	0	
довольно	5	39	1	1423	0	странно	0	0	
странно	5	39	1	1424	0	звучит	0	0	
сначала	5	39	2	1425	0	нужно	0	0	
нужно	5	39	2	1426	0	нужно	0	0	
с	5	39	2	1427	0	врачом	0	0	
врачом	5	39	2	1428	0	найти	0	0	
найти	5	39	2	1429	0	нужно	0	0	
причину	5	39	2	1430	0	найти	0	0	
головных	5	39	2	1431	0	болей	0	0	
болей	5	39	2	1432	0	причину	0	0	
и	5	39	2	1433	0	врач	0	0	
пусть	5	39	2	1434	0	врач	0	0	
врач	5	39	2	1435	0	назначает	0	0	
же	5	39	2	1436	0	врач	0	0	
и	5	39	2	1437	0	назначает	0	0	
назначает	5	39	2	1438	0	нужно	0	0	
лечение	5	39	2	1439	0	назначает	0	0	
у	5	40	0	1440	0	нейролептика	0	0	
этого	5	40	0	1441	0	нейролептика	0	0	
нейролептика	5	40	0	1442	0	есть	0	0	
есть	5	40	0	1443	0	есть	0	0	
анальгетический	5	40	0	1444	0	эффект	0	0	
эффект	5	40	0	1445	0	есть	0	0	
рустем	5	41	0	1446	1	рустем	0	0	
сказал(а	5	41	0	1447	1	рустем	0	0	
6	5	41	0	1448	1	пп	0	0	
май	5	41	0	1449	1	6	0	0	
2021	5	41	0	1450	1	6	0	0	
3:54	5	41	0	1451	1	6	0	0	
пп	5	41	0	1452	1	пп	0	0	
мама	5	41	0	1453	1	пьет	0	0	
пьет	5	41	0	1454	1	пьет	0	0	
тиапридал	5	41	0	1455	1	пьет	0	0	
уже	5	41	0	1456	1	10	0	0	
10	5	41	0	1457	1	дней	0	0	
дней	5	41	0	1458	1	пьет	0	0	
сейчас	5	41	0	1459	1	раза	0	0	
два	5	41	0	1460	1	раза	0	0	
раза	5	41	0	1461	1	пьет	0	0	
в	5	41	0	1462	1	день	0	0	
день	5	41	0	1463	1	раза	0	0	
по	5	41	0	1464	1	мг	0	0	
50	5	41	0	1465	1	мг	0	0	
мг	5	41	0	1466	1	раза	0	0	
но	5	41	1	1467	1	убрал	0	0	
постоянные	5	41	1	1468	1	боли	0	0	
головные	5	41	1	1469	1	боли	0	0	
боли	5	41	1	1470	1	убрал	0	0	
не	5	41	1	1471	1	убрал	0	0	
убрал	5	41	1	1472	1	убрал	0	0	
снизил	5	41	2	1473	1	снизил	0	0	
ажитацию	5	41	2	1474	1	снизил	0	0	
а	5	41	2	1475	1	нормальный	0	0	
сон	5	41	2	1476	1	нормальный	0	0	
и	5	41	2	1477	1	так	0	0	
так	5	41	2	1478	1	нормальный	0	0	
был	5	41	2	1479	1	нормальный	0	0	
нормальный	5	41	2	1480	1	снизил	0	0	
почти	5	41	2	1481	1	снизил	0	0	
кому	5	41	3	1482	1	помог	0	0	
нибудь	5	41	3	1483	1	кому	0	0	
он	5	41	3	1484	1	помог	0	0	
помог	5	41	3	1485	1	помог	0	0	
от	5	41	3	1486	1	болей	0	0	
головных	5	41	3	1487	1	болей	0	0	
болей	5	41	3	1488	1	помог	0	0	
и	5	41	3	1489	1	дозировках	0	0	
в	5	41	3	1490	1	дозировках	0	0	
каких	5	41	3	1491	1	дозировках	0	0	
дозировках	5	41	3	1492	1	болей	0	0	
попробуйте	5	41	4	1493	1	попробуйте	0	0	
галоперидол	5	41	4	1494	1	попробуйте	0	0	
от	5	41	4	1495	1	головы	0	0	
головы	5	41	4	1496	1	галоперидол	0	0	
у	5	42	0	1497	0	мамы	0	0	
мамы	5	42	0	1498	0	мамы	0	0	
деменция	5	42	0	1499	0	мамы	0	0	
тревожность	5	42	0	1500	0	деменция	0	0	
ажитация	5	42	0	1501	0	деменция	0	0	
постоянные	5	42	0	1502	0	боли	0	0	
сильные	5	42	0	1503	0	боли	0	0	
головные	5	42	0	1504	0	боли	0	0	
боли	5	42	0	1505	0	деменция	0	0	
была	5	42	1	1506	0	выписана	0	0	
выписана	5	42	1	1507	0	выписана	0	0	
лирика	5	42	1	1508	0	выписана	0	0	
в	5	42	1	1509	0	обезбаливающее	0	0	
первую	5	42	1	1510	0	в	0	0	
очередь	5	42	1	1511	0	в	0	0	
как	5	42	1	1512	0	обезбаливающее	0	0	
обезбаливающее	5	42	1	1513	0	лирика	0	0	
мама	5	42	2	1514	0	пила	0	0	
пила	5	42	2	1515	0	пила	0	0	
лирику	5	42	2	1516	0	пила	0	0	
почти	5	42	2	1517	0	два	0	0	
два	5	42	2	1518	0	года	0	0	
года	5	42	2	1519	0	пила	0	0	
но	5	42	2	1520	0	ухудшила	0	0	
она	5	42	2	1521	0	ухудшила	0	0	
очень	5	42	2	1522	0	сильно	0	0	
сильно	5	42	2	1523	0	ухудшила	0	0	
ухудшила	5	42	2	1524	0	пила	0	0	
память	5	42	2	1525	0	ухудшила	0	0	
и	5	42	2	1526	0	дозировке	0	0	
на	5	42	2	1527	0	дозировке	0	0	
дозировке	5	42	2	1528	0	ухудшила	0	0	
225	5	42	2	1529	0	мг	0	0	
мг	5	42	2	1530	0	дозировке	0	0	
в	5	42	2	1531	0	день	0	0	
день	5	42	2	1532	0	дозировке	0	0	
практически	5	42	2	1533	0	перестала	0	0	
перестала	5	42	2	1534	0	пила	0	0	
обезбаливать	5	42	2	1535	0	перестала	0	0	
у	5	42	3	1536	0	тиаприда	0	0	
тиаприда	5	42	3	1537	0	заявлены	0	0	
заявлены	5	42	3	1538	0	заявлены	0	0	
в	5	42	3	1539	0	числе	0	0	
том	5	42	3	1540	0	числе	0	0	
числе	5	42	3	1541	0	свойства	0	0	
анальгетические	5	42	3	1542	0	свойства	0	0	
и	5	42	3	1543	0	прокогнитивные	0	0	
прокогнитивные	5	42	3	1544	0	анальгетические	0	0	
свойства	5	42	3	1545	0	заявлены	0	0	
врачи	5	42	4	1546	0	махнули	0	0	
уже	5	42	4	1547	0	махнули	0	0	
махнули	5	42	4	1548	0	махнули	0	0	
руками	5	42	4	1549	0	махнули	0	0	
говорят	5	42	4	1550	0	пробуйте	0	0	
пробуйте	5	42	4	1551	0	махнули	0	0	
природу	5	42	5	1552	0	определить	0	0	
головных	5	42	5	1553	0	болей	0	0	
болей	5	42	5	1554	0	природу	0	0	
определить	5	42	5	1555	0	могут	0	0	
не	5	42	5	1556	0	могут	0	0	
могут	5	42	5	1557	0	могут	0	0	
или	5	42	5	1558	0	хотят	0	0	
не	5	42	5	1559	0	хотят	0	0	
хотят	5	42	5	1560	0	могут	0	0	
говорят	5	42	6	1561	0	есть	0	0	
там	5	42	6	1562	0	есть	0	0	
все	5	42	6	1563	0	есть	0	0	
есть	5	42	6	1564	0	есть	0	0	
изначально	5	42	7	1565	0	ставили	0	0	
ставили	5	42	7	1566	0	ставили	0	0	
цервикокрониалгию	5	42	7	1567	0	ставили	0	0	
сейчас	5	42	8	1568	0	пишут	0	0	
пишут	5	42	8	1569	0	пишут	0	0	
абузусные	5	42	8	1570	0	боли	0	0	
боли	5	42	8	1571	0	пишут	0	0	
по	5	42	9	1572	0	мрт	0	0	
мрт	5	42	9	1573	0	мрт	0	0	
множественные	5	42	9	1574	0	очаги	0	0	
очаги	5	42	9	1575	0	мрт	0	0	
глиоза	5	42	9	1576	0	очаги	0	0	
стеноз	5	42	9	1577	0	очаги	0	0	
сосудов	5	42	9	1578	0	стеноз	0	0	
lordlegenda36	5	43	0	1579	1	"	0	0	
"	0	0					0	0	
сказал(а	5	43	0	1580	1	"	0	0	
"	0	0					0	0	
7	5	43	0	1581	1	дп	0	0	
май	5	43	0	1582	1	7	0	0	
2021	5	43	0	1583	1	7	0	0	
12:45	5	43	0	1584	1	7	0	0	
дп	5	43	0	1585	1	дп	0	0	
попробуйте	5	43	0	1586	1	дп	0	0	
галоперидол	5	43	0	1587	1	попробуйте	0	0	
от	5	43	0	1588	1	головы	0	0	
