TOKEN	IS_ANSWER	TOPIC_NUM	POST_NUM	SENT_NUM	TOKEN_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	NER	COREFERENCE_CLUSTER	NUMBER
давать	1	5	48	6	1907					INFN	xcomp	начал			masc	VERB	0	0	
три	1	5	48	6	1908	inan	accs			NUMR	nummod:gov	раза	inan	gent	masc	NOUN	0	0	
раза	1	5	48	6	1909	inan	gent	masc		NOUN	obl	давать				INFN	0	0	sing
в	1	5	48	6	1910					PREP	case	день	inan	accs	masc	NOUN	0	0	
день	1	5	48	6	1911	inan	accs	masc		NOUN	nmod	раза	inan	gent	masc	NOUN	0	0	sing
по	1	5	48	6	1912					PREP	case	мг	inan	nomn	masc	NOUN	0	0	
50	1	5	48	6	1913						nummod	мг	inan	nomn	masc	NOUN	0	0	
мг	1	5	48	6	1914	inan	nomn	masc		NOUN	obl	давать				INFN	0	0	sing
особого	1	5	48	6	1915		gent	neut		ADJF	amod	эффекта	inan	gent	masc	NOUN	0	0	sing
эффекта	1	5	48	6	1916	inan	gent	masc		NOUN	obj	вижу				VERB	0	0	sing
я	1	5	48	6	1917		nomn		1per	NPRO	nsubj	вижу				VERB	0	0	sing
не	1	5	48	6	1918					PRCL	advmod	вижу				VERB	0	0	
вижу	1	5	48	6	1919				1per	VERB	conj	начал			masc	VERB	0	0	sing
осложняется	1	5	48	7	1920				3per	VERB	ROOT	осложняется				VERB	0	0	sing
тем	1	5	48	7	1921					CONJ	obl	осложняется				VERB	0	0	
что	1	5	48	7	1922					CONJ	mark	мамы	anim	gent	femn	NOUN	0	0	
у	1	5	48	7	1923					PREP	case	мамы	anim	gent	femn	NOUN	0	0	
мамы	1	5	48	7	1924	anim	gent	femn		NOUN	acl	тем				CONJ	0	0	sing
деменция	1	5	48	7	1925	inan	nomn	femn		NOUN	nsubj	мамы	anim	gent	femn	NOUN	0	0	sing
и	1	5	48	7	1926					CONJ	cc	всегла			femn	VERB	0	0	
она	1	5	48	7	1927		nomn	femn	3per	NPRO	nsubj	всегла			femn	VERB	3	0	sing
не	1	5	48	7	1928					PRCL	advmod	всегла			femn	VERB	0	0	
всегла	1	5	48	7	1929			femn		VERB	xcomp	может				VERB	0	0	sing
может	1	5	48	7	1930				3per	VERB	parataxis	осложняется				VERB	0	0	sing
точно	1	5	48	7	1931					ADVB	advmod	описать				INFN	0	0	
описать	1	5	48	7	1932					INFN	xcomp	может				VERB	0	0	
силу	1	5	48	7	1933	inan	accs	femn		NOUN	obj	описать				INFN	0	0	sing
и	1	5	48	7	1934					CONJ	cc	характер	inan	accs	masc	NOUN	0	0	
характер	1	5	48	7	1935	inan	accs	masc		NOUN	conj	силу	inan	accs	femn	NOUN	0	0	sing
боли	1	5	48	7	1936	inan	gent	femn		NOUN	nmod	характер	inan	accs	masc	NOUN	0	0	sing
lordlegenda36	1	5	49	0	1937						appos	"					0	0	
"						0											0	0	
сказал(а	1	5	49	0	1938	inan	gent	masc		NOUN	nmod	"					0	0	
"						0	sing										0	0	
7	1	5	49	0	1939						nummod	пп					0	0	
май	1	5	49	0	1940	inan	nomn	masc		NOUN	flat	7					0	0	sing
2021	1	5	49	0	1941						flat	7					0	0	
11:02	1	5	49	0	1942						nummod	7					0	0	
пп	1	5	49	0	1943						ROOT	пп					0	0	
аскофен	1	5	49	0	1944	inan	nomn	masc		NOUN	nsubj	называется				VERB	1	1944	sing
ультра	1	5	49	0	1945	anim	nomn			NOUN	nsubj	называется				VERB	0	0	sing
называется	1	5	49	0	1946				3per	VERB	parataxis	пп					0	0	sing
долговременно	1	5	49	0	1947			neut		ADJS	advmod	принимаю				VERB	0	0	sing
вариант	1	5	49	0	1948	inan	nomn	masc		NOUN	obj	принимаю				VERB	0	0	sing
принимаю	1	5	49	0	1949				1per	VERB	conj	называется				VERB	0	0	sing
5	1	5	49	0	1950						nummod	лет	inan	gent	masc	NOUN	0	0	
лет	1	5	49	0	1951	inan	gent	masc		NOUN	obj	принимаю				VERB	0	0	plur
и	1	5	49	0	1952					CONJ	cc	боли	inan	gent	femn	NOUN	0	0	
ни	1	5	49	0	1953					PRCL	cc	боли	inan	gent	femn	NOUN	0	0	
какой	1	5	49	0	1954		loct	femn		ADJF	det	боли	inan	gent	femn	NOUN	0	0	sing
абзусной	1	5	49	0	1955	anim	nomn	masc		NOUN	amod	боли	inan	gent	femn	NOUN	0	0	sing
головной	1	5	49	0	1956		gent	femn		ADJF	amod	боли	inan	gent	femn	NOUN	0	0	sing
боли	1	5	49	0	1957	inan	gent	femn		NOUN	conj	лет	inan	gent	masc	NOUN	0	0	sing
там	1	5	49	0	1958					ADVB	advmod	составе	inan	loct	masc	NOUN	0	0	
еще	1	5	49	0	1959					ADVB	advmod	составе	inan	loct	masc	NOUN	0	0	
в	1	5	49	0	1960					PREP	case	составе	inan	loct	masc	NOUN	0	0	
составе	1	5	49	0	1961	inan	loct	masc		NOUN	conj	называется				VERB	0	0	sing
малые	1	5	49	0	1962		nomn			ADJF	amod	дозы	inan	gent	femn	NOUN	0	0	plur
дозы	1	5	49	0	1963	inan	gent	femn		NOUN	nsubj	составе	inan	loct	masc	NOUN	0	0	sing
ацетилки	1	5	49	0	1964	inan	gent	femn		NOUN	nmod	дозы	inan	gent	femn	NOUN	1	1964	sing
и	1	5	49	0	1965					CONJ	cc	кофеина	inan	gent	masc	NOUN	0	0	
кофеина	1	5	49	0	1966	inan	gent	masc		NOUN	conj	ацетилки	inan	gent	femn	NOUN	1	1966	sing
что	1	5	49	0	1967					CONJ	nsubj	сказывается				VERB	0	0	
положительно	1	5	49	0	1968					ADVB	advmod	сказывается				VERB	0	0	
сказывается	1	5	49	0	1969				3per	VERB	parataxis	называется				VERB	0	0	sing
на	1	5	49	0	1970					PREP	case	кровообращении	inan	loct	neut	NOUN	0	0	
мозговом	1	5	49	0	1971		loct	masc		ADJF	amod	кровообращении	inan	loct	neut	NOUN	0	0	sing
кровообращении	1	5	49	0	1972	inan	loct	neut		NOUN	obl	сказывается				VERB	0	0	sing
подобные	1	5	49	1	1973		nomn			ADJF	amod	препараты	inan	nomn	masc	NOUN	0	0	plur
препараты	1	5	49	1	1974	inan	nomn	masc		NOUN	obj	принимала			femn	VERB	0	0	plur
мама	1	5	49	1	1975	anim	nomn	femn		NOUN	nsubj	принимала			femn	VERB	0	0	sing
принимала	1	5	49	1	1976			femn		VERB	ROOT	принимала			femn	VERB	0	0	sing
помогали	1	5	49	1	1977					VERB	conj	принимала			femn	VERB	0	0	plur
сначала	1	5	49	1	1978					ADVB	advmod	помогали				VERB	0	0	
потом	1	5	49	1	1979					ADVB	advmod	перестали				VERB	0	0	
почти	1	5	49	1	1980					ADVB	advmod	перестали				VERB	0	0	
перестали	1	5	49	1	1981					VERB	conj	принимала			femn	VERB	0	0	plur
в	1	5	49	2	1982					PREP	case	них		gent		NPRO	0	0	
них	1	5	49	2	1983		gent		3per	NPRO	obl	помогает				VERB	0	0	plur
парацетамол	1	5	49	2	1984	inan	nomn	masc		NOUN	nsubj	помогает				VERB	1	1984	sing
а	1	5	49	2	1985					CONJ	cc	вообше	inan	loct	masc	NOUN	0	0	
он	1	5	49	2	1986		nomn	masc	3per	NPRO	nsubj	вообше	inan	loct	masc	NOUN	3	1984	sing
вообше	1	5	49	2	1987	inan	loct	masc		NOUN	advmod	помогает				VERB	0	0	sing
никак	1	5	49	2	1988					ADVB	advmod	не				PRCL	0	0	
не	1	5	49	2	1989					PRCL	advmod	помогает				VERB	0	0	
помогает	1	5	49	2	1990				3per	VERB	ROOT	помогает				VERB	0	0	sing
как	1	5	49	2	1991					CONJ	case	ибупрофен			masc	ADJS	0	0	
и	1	5	49	2	1992					CONJ	advmod	ибупрофен			masc	ADJS	0	0	
ибупрофен	1	5	49	2	1993			masc		ADJS	obl	помогает				VERB	1	1993	sing
только	1	5	49	2	1994					ADVB	advmod	хуже				COMP	0	0	
хуже	1	5	49	2	1995					COMP	conj	помогает				VERB	0	0	
от	1	5	49	2	1996					PREP	case	них		gent		NPRO	0	0	
них	1	5	49	2	1997		gent		3per	NPRO	obl	хуже				COMP	3	0	plur
кофеин	1	5	49	3	1998	inan	nomn	masc		NOUN	nsubj	помогает				VERB	0	0	sing
отдельно	1	5	49	3	1999					ADVB	advmod	помогает				VERB	0	0	
помогает	1	5	49	3	2000				3per	VERB	ROOT	помогает				VERB	0	0	sing
я	1	5	49	3	2001		nomn		1per	NPRO	nsubj	давал			masc	VERB	0	0	sing
его	1	5	49	3	2002		accs	masc	3per	NPRO	obj	давал			masc	VERB	0	0	sing
давал	1	5	49	3	2003			masc		VERB	conj	помогает				VERB	0	0	sing
крайне	1	5	49	3	2004					ADVB	advmod	редко				ADVB	0	0	
редко	1	5	49	3	2005					ADVB	advmod	давал			masc	VERB	0	0	
когда	1	5	49	3	2006					CONJ	mark	мамы	anim	gent	femn	NOUN	0	0	
у	1	5	49	3	2007					PREP	case	мамы	anim	gent	femn	NOUN	0	0	
мамы	1	5	49	3	2008	anim	gent	femn		NOUN	obl	было			neut	VERB	0	0	sing
низкое	1	5	49	3	2009		nomn	neut		ADJF	amod	давление	inan	nomn	neut	NOUN	0	0	sing
давление	1	5	49	3	2010	inan	nomn	neut		NOUN	nsubj	было			neut	VERB	0	0	sing
было	1	5	49	3	2011			neut		VERB	conj	помогает				VERB	0	0	sing
а	1	5	49	4	2012					CONJ	cc	гипертоник	anim	nomn	masc	NOUN	0	0	
так	1	5	49	4	2013					CONJ	advmod	гипертоник	anim	nomn	masc	NOUN	0	0	
она	1	5	49	4	2014		nomn	femn	3per	NPRO	nsubj	гипертоник	anim	nomn	masc	NOUN	0	0	sing
гипертоник	1	5	49	4	2015	anim	nomn	masc		NOUN	ROOT	гипертоник	anim	nomn	masc	NOUN	0	0	sing
постоянно	1	5	49	4	2016					ADVB	advmod	нельзя				PRED	0	0	
нельзя	1	5	49	4	2017					PRED	conj	гипертоник	anim	nomn	masc	NOUN	0	0	
его	1	5	49	4	2018		accs	masc	3per	NPRO	nsubj	нельзя				PRED	0	0	sing
рустем	1	5	50	0	2019	anim	nomn	masc		NOUN	ROOT	рустем	anim	nomn	masc	NOUN	0	0	sing
сказал(а	1	5	50	0	2020	inan	gent	masc		NOUN	nmod	рустем	anim	nomn	masc	NOUN	0	0	sing
8	1	5	50	0	2021						nummod	дп					0	0	
май	1	5	50	0	2022	inan	nomn	masc		NOUN	flat	8					0	0	sing
2021	1	5	50	0	2023						flat	8					0	0	
07:05	1	5	50	0	2024						flat	8					0	0	
дп	1	5	50	0	2025						ROOT	дп					0	0	
ибупрофен	1	5	50	0	2026			masc		ADJS	nsubj	помогает				VERB	1	2026	sing
нурофен	1	5	50	0	2027	inan	nomn	masc		NOUN	appos	ибупрофен			masc	ADJS	1	2027	sing
в	1	5	50	0	2028					PREP	case	формах	inan	loct	femn	NOUN	0	0	
разных	1	5	50	0	2029		gent			ADJF	amod	формах	inan	loct	femn	NOUN	0	0	plur
формах	1	5	50	0	2030	inan	loct	femn		NOUN	nmod	нурофен	inan	nomn	masc	NOUN	0	0	plur
не	1	5	50	0	2031					PRCL	advmod	помогает				VERB	0	0	
помогает	1	5	50	0	2032				3per	VERB	ROOT	помогает				VERB	0	0	sing
комбинированные	1	5	50	1	2033		nomn			ADJF	amod	препараты	inan	nomn	masc	NOUN	0	0	plur
препараты	1	5	50	1	2034	inan	nomn	masc		NOUN	nsubj	сказали				VERB	0	0	plur
сказали	1	5	50	1	2035					VERB	ROOT	сказали				VERB	0	0	plur
убрать	1	5	50	1	2036					INFN	xcomp	сказали				VERB	0	0	
из	1	5	50	1	2037					PREP	case	абузуса	inan	gent	masc	NOUN	0	0	
за	1	5	50	1	2038					PREP	case	абузуса	inan	gent	masc	NOUN	0	0	
абузуса	1	5	50	1	2039	inan	gent	masc		NOUN	obl	убрать				INFN	0	0	sing
и	1	5	50	1	2040					CONJ	cc	нпвс	inan	nomn	masc	NOUN	0	0	
вообще	1	5	50	1	2041					ADVB	advmod	нпвс	inan	nomn	masc	NOUN	0	0	
нпвс	1	5	50	1	2042	inan	nomn	masc		NOUN	advmod	стараться				INFN	0	0	sing
стараться	1	5	50	1	2043					INFN	xcomp	убрать				INFN	0	0	
не	1	5	50	1	2044					PRCL	advmod	давать				INFN	0	0	
давать	1	5	50	1	2045					INFN	xcomp	стараться				INFN	0	0	
немного	1	5	50	2	2046					ADVB	advmod	помогают				VERB	0	0	
помогают	1	5	50	2	2047				3per	VERB	ROOT	помогают				VERB	0	0	plur
налгезин	1	5	50	2	2048	anim	gent	femn		NOUN	nsubj	помогают				VERB	1	2048	plur
анальгин	1	5	50	2	2049	inan	nomn	masc		NOUN	conj	налгезин	anim	gent	femn	NOUN	1	2049	sing
кетопрофен	1	5	50	2	2050			masc		ADJS	conj	налгезин	anim	gent	femn	NOUN	1	2050	sing
их	1	5	50	3	2051		accs		3per	NPRO	obj	даю				VERB	3	0	plur
и	1	5	50	3	2052					CONJ	cc	даю				VERB	0	0	
даю	1	5	50	3	2053				1per	VERB	ROOT	даю				VERB	0	0	sing
попеременно	1	5	50	3	2054					ADVB	advmod	короткими		ablt		ADJF	0	0	
короткими	1	5	50	3	2055		ablt			ADJF	amod	курсами	inan	ablt	masc	NOUN	0	0	plur
курсами	1	5	50	3	2056	inan	ablt	masc		NOUN	obl	даю				VERB	0	0	plur
но	1	5	50	4	2057					CONJ	cc	выход	inan	nomn	masc	NOUN	0	0	
это	1	5	50	4	2058					PRCL	nsubj	выход	inan	nomn	masc	NOUN	0	0	
тоже	1	5	50	4	2059					PRCL	advmod	выход	inan	nomn	masc	NOUN	0	0	
не	1	5	50	4	2060					PRCL	advmod	выход	inan	nomn	masc	NOUN	0	0	
выход	1	5	50	4	2061	inan	nomn	masc		NOUN	ROOT	выход	inan	nomn	masc	NOUN	0	0	sing
неврологи	1	5	50	5	2062	anim	nomn	masc		NOUN	nsubj	говорят				VERB	0	0	plur
говорят	1	5	50	5	2063				3per	VERB	ROOT	говорят				VERB	0	0	plur
что	1	5	50	5	2064					CONJ	mark	вызывает				VERB	0	0	
прием	1	5	50	5	2065	inan	nomn	masc		NOUN	nsubj	вызывает				VERB	0	0	sing
этих	1	5	50	5	2066		gent			ADJF	det	лекарств	inan	gent	neut	NOUN	0	0	plur
лекарств	1	5	50	5	2067	inan	gent	neut		NOUN	nmod	прием	inan	nomn	masc	NOUN	2	0	plur
сам	1	5	50	5	2068		nomn	masc		ADJF	acl	вызывает				VERB	0	0	sing
вызывает	1	5	50	5	2069				3per	VERB	ccomp	говорят				VERB	0	0	sing
боли	1	5	50	5	2070	inan	gent	femn		NOUN	obj	вызывает				VERB	0	0	sing
тиапридал	1	5	50	6	2071			masc		VERB	nsubj	начал			masc	VERB	1	2071	sing
начал	1	5	50	6	2072			masc		VERB	ROOT	начал			masc	VERB	0	0	sing
давать	1	5	50	6	2073					INFN	xcomp	начал			masc	VERB	0	0	
три	1	5	50	6	2074	inan	accs			NUMR	nummod:gov	раза	inan	gent	masc	NOUN	0	0	
раза	1	5	50	6	2075	inan	gent	masc		NOUN	obl	давать				INFN	0	0	sing
в	1	5	50	6	2076					PREP	case	день	inan	accs	masc	NOUN	0	0	
день	1	5	50	6	2077	inan	accs	masc		NOUN	nmod	раза	inan	gent	masc	NOUN	0	0	sing
по	1	5	50	6	2078					PREP	case	мг	inan	nomn	masc	NOUN	0	0	
50	1	5	50	6	2079						nummod	мг	inan	nomn	masc	NOUN	0	0	
мг	1	5	50	6	2080	inan	nomn	masc		NOUN	obl	давать				INFN	0	0	sing
особого	1	5	50	6	2081		gent	neut		ADJF	amod	эффекта	inan	gent	masc	NOUN	0	0	sing
эффекта	1	5	50	6	2082	inan	gent	masc		NOUN	obj	вижу				VERB	0	0	sing
я	1	5	50	6	2083		nomn		1per	NPRO	nsubj	вижу				VERB	0	0	sing
не	1	5	50	6	2084					PRCL	advmod	вижу				VERB	0	0	
вижу	1	5	50	6	2085				1per	VERB	conj	начал			masc	VERB	0	0	sing
осложняется	1	5	50	7	2086				3per	VERB	ROOT	осложняется				VERB	0	0	sing
тем	1	5	50	7	2087					CONJ	obl	осложняется				VERB	0	0	
что	1	5	50	7	2088					CONJ	mark	мамы	anim	gent	femn	NOUN	0	0	
у	1	5	50	7	2089					PREP	case	мамы	anim	gent	femn	NOUN	0	0	
мамы	1	5	50	7	2090	anim	gent	femn		NOUN	acl	тем				CONJ	0	0	sing
деменция	1	5	50	7	2091	inan	nomn	femn		NOUN	nsubj	мамы	anim	gent	femn	NOUN	0	0	sing
и	1	5	50	7	2092					CONJ	cc	всегла			femn	VERB	0	0	
она	1	5	50	7	2093		nomn	femn	3per	NPRO	nsubj	всегла			femn	VERB	3	0	sing
не	1	5	50	7	2094					PRCL	advmod	всегла			femn	VERB	0	0	
всегла	1	5	50	7	2095			femn		VERB	xcomp	может				VERB	0	0	sing
может	1	5	50	7	2096				3per	VERB	parataxis	осложняется				VERB	0	0	sing
точно	1	5	50	7	2097					ADVB	advmod	описать				INFN	0	0	
описать	1	5	50	7	2098					INFN	xcomp	может				VERB	0	0	
силу	1	5	50	7	2099	inan	accs	femn		NOUN	obj	описать				INFN	0	0	sing
и	1	5	50	7	2100					CONJ	cc	характер	inan	accs	masc	NOUN	0	0	
характер	1	5	50	7	2101	inan	accs	masc		NOUN	conj	силу	inan	accs	femn	NOUN	0	0	sing
боли	1	5	50	7	2102	inan	gent	femn		NOUN	nmod	характер	inan	accs	masc	NOUN	0	0	sing
в	1	5	50	8	2103					PREP	case	случае	inan	loct	masc	NOUN	0	0	
данном	1	5	50	8	2104		loct	masc		ADJF	amod	случае	inan	loct	masc	NOUN	0	0	sing
случае	1	5	50	8	2105	inan	loct	masc		NOUN	parataxis	видятся				VERB	0	0	sing
любые	1	5	50	8	2106	inan	accs			ADJF	det	нпвс	inan	nomn	masc	NOUN	0	0	plur
комбинированные	1	5	50	8	2107		nomn			ADJF	amod	нпвс	inan	nomn	masc	NOUN	0	0	plur
нпвс	1	5	50	8	2108	inan	nomn	masc		NOUN	nsubj:pass	видятся				VERB	0	0	sing
кофеин	1	5	50	8	2109	inan	nomn	masc		NOUN	appos	нпвс	inan	nomn	masc	NOUN	1	2109	sing
кодеин	1	5	50	8	2110	inan	nomn	masc		NOUN	appos	кофеин	inan	nomn	masc	NOUN	1	2110	sing
аск	1	5	50	8	2111	inan	nomn	masc		NOUN	appos	кофеин	inan	nomn	masc	NOUN	1	2111	sing
парацетамол	1	5	50	8	2112	inan	nomn	masc		NOUN	appos	кофеин	inan	nomn	masc	NOUN	1	2112	sing
прочие	1	5	50	8	2113		nomn			ADJF	appos	парацетамол	inan	nomn	masc	NOUN	0	0	plur
мне	1	5	50	8	2114		datv		1per	NPRO	iobj	видятся				VERB	0	0	sing
видятся	1	5	50	8	2115				3per	VERB	ROOT	видятся				VERB	0	0	plur
неэффективными	1	5	50	8	2116		ablt			ADJF	xcomp	видятся				VERB	0	0	plur
либо	1	5	50	8	2117					CONJ	cc	лучше				COMP	0	0	
если	1	5	50	8	2118					CONJ	mark	есть				INFN	0	0	
хоть	1	5	50	8	2119					PRCL	advmod	есть				INFN	0	0	
какая	1	5	50	8	2120		nomn	femn		ADJF	det	эффективность	inan	accs	femn	NOUN	0	0	sing
эффективность	1	5	50	8	2121	inan	accs	femn		NOUN	nsubj	есть				INFN	0	0	sing
есть	1	5	50	8	2122					INFN	advcl	лучше				COMP	0	0	
то	1	5	50	8	2123					CONJ	mark	лучше				COMP	0	0	
долго	1	5	50	8	2124					ADVB	advmod	лучше				COMP	0	0	
лучше	1	5	50	8	2125					COMP	advcl	видятся				VERB	0	0	
не	1	5	50	8	2126					PRCL	advmod	применять				INFN	0	0	
применять	1	5	50	8	2127					INFN	csubj	лучше				COMP	0	0	
в	1	5	50	8	2128					PREP	case	зависимости	inan	loct	femn	NOUN	0	0	
зависимости	1	5	50	8	2129	inan	loct	femn		NOUN	parataxis	применять				INFN	0	0	sing
от	1	5	50	8	2130					PREP	case	препарата	inan	gent	masc	NOUN	0	0	
препарата	1	5	50	8	2131	inan	gent	masc		NOUN	nmod	зависимости	inan	loct	femn	NOUN	2	0	sing
какие	1	5	50	8	2132		nomn			ADJF	det	дней	inan	gent	masc	NOUN	0	0	plur
то	1	5	50	8	2133					CONJ	det	дней	inan	gent	masc	NOUN	0	0	
до	1	5	50	8	2134					PREP	case	дней	inan	gent	masc	NOUN	0	0	
60	1	5	50	8	2135						nummod	дней	inan	gent	masc	NOUN	0	0	
дней	1	5	50	8	2136	inan	gent	masc		NOUN	obl	лучше				COMP	0	0	plur
какие	1	5	50	8	2137		nomn			ADJF	det	лучше				COMP	0	0	plur
то	1	5	50	8	2138					CONJ	det	лучше				COMP	0	0	
до	1	5	50	8	2139					PREP	case	дней	inan	gent	masc	NOUN	0	0	
30	1	5	50	8	2140						nummod	дней	inan	gent	masc	NOUN	0	0	
дней	1	5	50	8	2141	inan	gent	masc		NOUN	obl	лучше				COMP	0	0	plur
можно	1	5	50	9	2142					PRED	ROOT	можно				PRED	0	0	
перетерпеть	1	5	50	9	2143					INFN	csubj	можно				PRED	0	0	
в	1	5	50	9	2144					PREP	case	случае	inan	loct	masc	NOUN	0	0	
таком	1	5	50	9	2145		loct	masc		ADJF	det	случае	inan	loct	masc	NOUN	0	0	sing
случае	1	5	50	9	2146	inan	loct	masc		NOUN	obl	перетерпеть				INFN	0	0	sing
пока	1	5	50	9	2147					ADVB	mark	пройдет				VERB	0	0	
толер	1	5	50	9	2148	anim	gent	femn		NOUN	nsubj	пройдет				VERB	0	0	plur
на	1	5	50	9	2149					PREP	case	прегабалин	anim	nomn	masc	NOUN	0	0	
прегабалин	1	5	50	9	2150	anim	nomn	masc		NOUN	obl	пройдет				VERB	1	2150	sing
не	1	5	50	9	2151					PRCL	advmod	пройдет				VERB	0	0	
пройдет	1	5	50	9	2152				3per	VERB	acl	случае	inan	loct	masc	NOUN	0	0	sing
тиаприд	1	5	50	10	2153	anim	nomn	masc		NOUN	nsubj	может				VERB	1	2153	sing
может	1	5	50	10	2154				3per	VERB	ROOT	может				VERB	0	0	sing
показывать	1	5	50	10	2155					INFN	xcomp	может				VERB	0	0	
эффективность	1	5	50	10	2156	inan	accs	femn		NOUN	obj	показывать				INFN	0	0	sing
на	1	5	50	10	2157					PREP	case	дозировках	inan	loct	femn	NOUN	0	0	
дозировках	1	5	50	10	2158	inan	loct	femn		NOUN	obl	показывать				INFN	0	0	plur
200	1	5	50	10	2159						nummod	мг	inan	nomn	masc	NOUN	0	0	
300	1	5	50	10	2160						nummod	мг	inan	nomn	masc	NOUN	0	0	
мг	1	5	50	10	2161	inan	nomn	masc		NOUN	nmod	дозировках	inan	loct	femn	NOUN	0	0	sing
нужно	1	5	50	11	2162					PRED	ROOT	нужно				PRED	0	0	
осторожно	1	5	50	11	2163					ADVB	advmod	смотреть				INFN	0	0	
смотреть	1	5	50	11	2164					INFN	csubj	нужно				PRED	0	0	
по	1	5	50	11	2165					PREP	case	терпимости	inan	loct	femn	NOUN	0	0	
мере	1	5	50	11	2166	inan	datv	femn		NOUN	fixed	по				PREP	0	0	sing
терпимости	1	5	50	11	2167	inan	loct	femn		NOUN	obl	смотреть				INFN	0	0	sing
vladimir88	1	5	51	0	2168						appos	"					0	0	
"						0											0	0	
сказал(а	1	5	51	0	2169	inan	gent	masc		NOUN	ROOT	сказал(а	inan	gent	masc	NOUN	0	0	sing
8	1	5	51	0	2170						nummod	пп					0	0	
май	1	5	51	0	2171	inan	nomn	masc		NOUN	flat	8					0	0	sing
2021	1	5	51	0	2172						flat	8					0	0	
2:15	1	5	51	0	2173						nummod	8					0	0	
пп	1	5	51	0	2174						nsubj:pass	видятся				VERB	0	0	
в	1	5	51	0	2175					PREP	case	случае	inan	loct	masc	NOUN	0	0	
данном	1	5	51	0	2176		loct	masc		ADJF	amod	случае	inan	loct	masc	NOUN	0	0	sing
случае	1	5	51	0	2177	inan	loct	masc		NOUN	nmod	пп					0	0	sing
любые	1	5	51	0	2178	inan	accs			ADJF	det	нпвс	inan	nomn	masc	NOUN	0	0	plur
комбинированные	1	5	51	0	2179		nomn			ADJF	amod	нпвс	inan	nomn	masc	NOUN	0	0	plur
нпвс	1	5	51	0	2180	inan	nomn	masc		NOUN	nsubj:pass	видятся				VERB	1	2180	sing
кофеин	1	5	51	0	2181	inan	nomn	masc		NOUN	appos	нпвс	inan	nomn	masc	NOUN	1	2190	sing
кодеин	1	5	51	0	2182	inan	nomn	masc		NOUN	nmod	кофеин	inan	nomn	masc	NOUN	1	2200	sing
аск	1	5	51	0	2183	inan	nomn	masc		NOUN	appos	кофеин	inan	nomn	masc	NOUN	1	2210	sing
парацетамол	1	5	51	0	2184	inan	nomn	masc		NOUN	appos	кофеин	inan	nomn	masc	NOUN	1	2220	sing
прочие	1	5	51	0	2185		nomn			ADJF	appos	парацетамол	inan	nomn	masc	NOUN	0	0	plur
мне	1	5	51	0	2186		datv		1per	NPRO	iobj	видятся				VERB	0	0	sing
видятся	1	5	51	0	2187				3per	VERB	ROOT	видятся				VERB	0	0	plur
неэффективными	1	5	51	0	2188		ablt			ADJF	xcomp	видятся				VERB	0	0	plur
либо	1	5	51	0	2189					CONJ	cc	лучше				COMP	0	0	
если	1	5	51	0	2190					CONJ	mark	есть				INFN	0	0	
хоть	1	5	51	0	2191					PRCL	advmod	есть				INFN	0	0	
какая	1	5	51	0	2192		nomn	femn		ADJF	det	эффективность	inan	accs	femn	NOUN	0	0	sing
эффективность	1	5	51	0	2193	inan	accs	femn		NOUN	nsubj	есть				INFN	0	0	sing
есть	1	5	51	0	2194					INFN	advcl	лучше				COMP	0	0	
то	1	5	51	0	2195					CONJ	mark	лучше				COMP	0	0	
долго	1	5	51	0	2196					ADVB	advmod	лучше				COMP	0	0	
лучше	1	5	51	0	2197					COMP	advcl	видятся				VERB	0	0	
не	1	5	51	0	2198					PRCL	advmod	применять				INFN	0	0	
применять	1	5	51	0	2199					INFN	csubj	лучше				COMP	0	0	
в	1	5	51	0	2200					PREP	case	зависимости	inan	loct	femn	NOUN	0	0	
зависимости	1	5	51	0	2201	inan	loct	femn		NOUN	parataxis	применять				INFN	0	0	sing
от	1	5	51	0	2202					PREP	case	препарата	inan	gent	masc	NOUN	0	0	
препарата	1	5	51	0	2203	inan	gent	masc		NOUN	nmod	зависимости	inan	loct	femn	NOUN	0	0	sing
какие	1	5	51	0	2204		nomn			ADJF	det	дней	inan	gent	masc	NOUN	0	0	plur
то	1	5	51	0	2205					CONJ	det	дней	inan	gent	masc	NOUN	0	0	
до	1	5	51	0	2206					PREP	case	дней	inan	gent	masc	NOUN	0	0	
60	1	5	51	0	2207						nummod	дней	inan	gent	masc	NOUN	0	0	
дней	1	5	51	0	2208	inan	gent	masc		NOUN	obl	лучше				COMP	0	0	plur
какие	1	5	51	0	2209		nomn			ADJF	det	лучше				COMP	0	0	plur
то	1	5	51	0	2210					CONJ	det	лучше				COMP	0	0	
до	1	5	51	0	2211					PREP	case	дней	inan	gent	masc	NOUN	0	0	
30	1	5	51	0	2212						nummod	дней	inan	gent	masc	NOUN	0	0	
дней	1	5	51	0	2213	inan	gent	masc		NOUN	obl	лучше				COMP	0	0	plur
можно	1	5	51	1	2214					PRED	ROOT	можно				PRED	0	0	
перетерпеть	1	5	51	1	2215					INFN	csubj	можно				PRED	0	0	
в	1	5	51	1	2216					PREP	case	случае	inan	loct	masc	NOUN	0	0	
таком	1	5	51	1	2217		loct	masc		ADJF	det	случае	inan	loct	masc	NOUN	0	0	sing
случае	1	5	51	1	2218	inan	loct	masc		NOUN	obl	перетерпеть				INFN	0	0	sing
