TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER		
раз	16	inan	gent	masc	-	NOUN	obl	теряла	VERB	-	-	femn	VERB	-0.33982107358483166	0	0		
теряла	16	-	-	femn	-	VERB	ROOT	теряла	VERB	-	-	femn	VERB	-0.33982107358483166	0	0		
сознание	16	inan	accs	neut	-	NOUN	obj	теряла	VERB	-	-	femn	VERB	-0.33982107358483166	0	0		
А	16	-	-	-	-	CONJ	cc	обещал	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
доктор	16	anim	nomn	masc	-	NOUN	nsubj	обещал	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
обещал	16	-	-	masc	-	VERB	conj	теряла	VERB	-	-	femn	VERB	-0.33982107358483166	0	0		
что	16	-	-	-	-	CONJ	case	лекарство	NOUN	inan	nomn	neut	NOUN	-0.33982107358483166	0	0		
это	16	-	-	-	-	PRCL	det	лекарство	NOUN	inan	nomn	neut	NOUN	-0.33982107358483166	0	0		
лекарство	16	inan	nomn	neut	-	NOUN	obj	обещал	VERB	-	-	masc	VERB	-0.33982107358483166	0	алимемазин		
востанови	16	-	-	-	-	VERB	advmod	обещал	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
мне	16	-	datv	-	1per	NPRO	iobj	востанови	VERB	-	-	-	VERB	-0.33982107358483166	0	0		
сон	16	inan	nomn	masc	-	NOUN	nsubj	понимаю	VERB	-	-	-	VERB	-0.33982107358483166	0	0		
Так	16	-	-	-	-	CONJ	advmod	понимаю	VERB	-	-	-	VERB	-0.33982107358483166	0	0		
понимаю	16	-	-	-	1per	VERB	xcomp	востанови	VERB	-	-	-	VERB	-0.33982107358483166	0	0		
что	16	-	-	-	-	CONJ	mark	глумился	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
врач	16	anim	nomn	masc	-	NOUN	nsubj	глумился	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
просто	16	-	-	-	-	PRCL	advmod	глумился	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
глумился	16	-	-	masc	-	VERB	ccomp	понимаю	VERB	-	-	-	VERB	-0.33982107358483166	0	0		
надо	16	-	-	-	-	PRED	advmod	глумился	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
мной	16	-	ablt	-	1per	NPRO	obl	теряла	VERB	-	-	femn	VERB	-0.33982107358483166	0	0		
Динка	17	anim	gent	masc	-	NOUN	nsubj	сказал	VERB	-	-	masc	VERB	-0.33982107358483166	0	0		
сказал	17	-	-	masc	-	VERB	ROOT	сказал	VERB	-	-	masc	VERB	0.10907771984736124	0	0		
а	17	-	-	-	-	CONJ	cc	29	-	-	-	-	-	0.10907771984736124	0	0		
29	17	-	-	-	-	-	nummod	ПП	-	-	-	-	-	0.10907771984736124	0	0		
Сен	17	-	-	-	-	-	flat	29	-	-	-	-	-	0.10907771984736124	0	0		
2009	17	-	-	-	-	-	flat	29	-	-	-	-	-	0.10907771984736124	0	0		
5	17	-	-	-	-	-	nummod	26	-	-	-	-	-	0.10907771984736124	0	0		
26	17	-	-	-	-	-	nummod	29	-	-	-	-	-	0.10907771984736124	0	0		
ПП	17	-	-	-	-	-	obl	сказал	VERB	-	-	masc	VERB	0.10907771984736124	0	0		
На	17	-	-	-	-	PREP	case	меня	NPRO	-	accs	-	NPRO	0.10907771984736124	0	0		
меня	17	-	accs	-	1per	NPRO	nmod	ПП	-	-	-	-	-	0.10907771984736124	0	0		
он	17	-	nomn	masc	3per	NPRO	nsubj	произвёл	VERB	-	-	masc	VERB	0.10907771984736124	0	алимемазин		
произвёл	17	-	-	masc	-	VERB	ccomp	сказал	VERB	-	-	masc	VERB	0.10907771984736124	0	0		
УЖАСНОЕ	17	-	nomn	neut	-	ADJF	iobj	произвёл	VERB	-	-	masc	VERB	0.10907771984736124	0	0		
действие	17	inan	nomn	neut	-	NOUN	obj	сказал	VERB	-	-	masc	VERB	0.10907771984736124	0	0		
Ужасные	7	inan	accs	-	-	ADJF	amod	боли	NOUN	inan	gent	femn	NOUN	0.10907771984736124	0	0		
боли	7	inan	gent	femn	-	NOUN	nsubj	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
были	7	-	-	-	-	VERB	cop	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
я	7	-	nomn	-	1per	NPRO	nsubj	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
даже	7	-	-	-	-	PRCL	advmod	несколько	ADVB	-	-	-	ADVB	-0.27436934306751937	0	0		
несколько	7	-	-	-	-	ADVB	nummod:gov	раз	NOUN	inan	gent	masc	NOUN	-0.27436934306751937	0	0		
раз	7	inan	gent	masc	-	NOUN	obl	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
теряла	7	-	-	femn	-	VERB	ROOT	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
сознание	7	inan	accs	neut	-	NOUN	obj	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
А	7	-	-	-	-	CONJ	cc	обещал	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
доктор	7	anim	nomn	masc	-	NOUN	nsubj	обещал	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
обещал	7	-	-	masc	-	VERB	conj	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
что	7	-	-	-	-	CONJ	case	лекарство	NOUN	inan	nomn	neut	NOUN	-0.27436934306751937	0	0		
это	7	-	-	-	-	PRCL	det	лекарство	NOUN	inan	nomn	neut	NOUN	-0.27436934306751937	0	0		
лекарство	7	inan	nomn	neut	-	NOUN	obj	обещал	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
востанови	7	-	-	-	-	VERB	advmod	обещал	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
мне	7	-	datv	-	1per	NPRO	iobj	востанови	VERB	-	-	-	VERB	-0.27436934306751937	0	0		
сон	7	inan	nomn	masc	-	NOUN	nsubj	понимаю	VERB	-	-	-	VERB	-0.27436934306751937	0	0		
Так	7	-	-	-	-	CONJ	advmod	понимаю	VERB	-	-	-	VERB	-0.27436934306751937	0	0		
понимаю	7	-	-	-	1per	VERB	xcomp	востанови	VERB	-	-	-	VERB	-0.27436934306751937	0	0		
что	7	-	-	-	-	CONJ	mark	глумился	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
врач	7	anim	nomn	masc	-	NOUN	nsubj	глумился	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
просто	7	-	-	-	-	PRCL	advmod	глумился	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
глумился	7	-	-	masc	-	VERB	ccomp	понимаю	VERB	-	-	-	VERB	-0.27436934306751937	0	0		
надо	7	-	-	-	-	PRED	case	мной	NPRO	-	ablt	-	NPRO	-0.27436934306751937	0	0		
мной	7	-	ablt	-	1per	NPRO	obl	глумился	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
С	7	-	-	-	-	PREP	case	целью	NOUN	inan	ablt	femn	NOUN	-0.27436934306751937	0	0		
какой	7	-	loct	femn	-	ADJF	det	целью	NOUN	inan	ablt	femn	NOUN	-0.27436934306751937	0	0		
целью	7	inan	ablt	femn	-	NOUN	obl	позвольте	VERB	-	-	-	VERB	-0.27436934306751937	0	0		
позвольте	7	-	-	-	-	VERB	parataxis	глумился	VERB	-	-	masc	VERB	-0.27436934306751937	0	0		
поинтересоваться	7	-	-	-	-	INFN	xcomp	позвольте	VERB	-	-	-	VERB	-0.27436934306751937	0	0		
глумится	7	-	-	-	3per	VERB	punct	теряла	VERB	-	-	femn	VERB	-0.27436934306751937	0	0		
Или	7	-	-	-	-	CONJ	cc	делать	INFN	-	-	-	INFN	-0.27436934306751937	0	0		
делать	7	-	-	-	-	INFN	csubj	нечего	NPRO	-	gent	-	NPRO	-0.3862132430076599	0	0		
ему	7	-	datv	masc	3per	NPRO	iobj	делать	INFN	-	-	-	INFN	-0.3862132430076599	0	0		
нечего	7	-	gent	-	-	NPRO	ROOT	нечего	NPRO	-	gent	-	NPRO	-0.3862132430076599	0	0		
Такие	7	-	nomn	-	-	ADJF	det	действия	NOUN	inan	gent	neut	NOUN	-0.3862132430076599	0	0		
побочные	7	-	nomn	-	-	ADJF	amod	действия	NOUN	inan	gent	neut	NOUN	0.13926320634782313	0	0		
действия	7	inan	gent	neut	-	NOUN	nsubj	возможны	ADJS	-	-	-	ADJS	0.13926320634782313	0	0		
вполне	7	-	-	-	-	ADVB	advmod	возможны	ADJS	-	-	-	ADJS	0.13926320634782313	0	0		
возможны	7	-	-	-	-	ADJS	ROOT	возможны	ADJS	-	-	-	ADJS	0.13926320634782313	0	0		
Имел	8	-	-	masc	-	VERB	ROOT	Имел	VERB	-	-	masc	VERB	0.13926320634782313	0	0		
ли	8	-	-	-	-	CONJ	advmod	Имел	VERB	-	-	masc	VERB	-0.22080886643379927	0	0		
кто	8	-	nomn	masc	-	NPRO	nsubj	Имел	VERB	-	-	masc	VERB	-0.22080886643379927	0	0		
нибудь	8	-	-	-	-	VERB	det	опыт	NOUN	inan	nomn	masc	NOUN	-0.22080886643379927	0	0		
опыт	8	inan	nomn	masc	-	NOUN	obj	Имел	VERB	-	-	masc	VERB	-0.22080886643379927	0	0		
совмещения	8	inan	gent	neut	-	NOUN	nmod	опыт	NOUN	inan	nomn	masc	NOUN	-0.22080886643379927	0	0		
велаксина	8	anim	nomn	femn	-	NOUN	nmod	совмещения	NOUN	inan	gent	neut	NOUN	-0.22080886643379927	0	велаксин	кластер	?
с	8	-	-	-	-	PREP	case	тералидженом	ADJF	-	loct	masc	ADJF	-0.22080886643379927	0	0		
тералидженом	8	-	loct	masc	-	ADJF	obl	Имел	VERB	-	-	masc	VERB	-0.22080886643379927	0	тералиджен	кластер	
Принимал	9	-	-	masc	-	VERB	nsubj:pass	принималось	VERB	-	-	neut	VERB	-0.22080886643379927	0	0		
порядка	9	inan	gent	masc	-	NOUN	case	недель	NOUN	inan	gent	femn	NOUN	0.1536133576018448	0	0		
2	9	-	-	-	-	-	nummod:gov	3	-	-	-	-	-	0.1536133576018448	0	0		
3	9	-	-	-	-	-	nummod:gov	недель	NOUN	inan	gent	femn	NOUN	0.1536133576018448	0	0		
недель	9	inan	gent	femn	-	NOUN	obl	Принимал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
от	9	-	-	-	-	PREP	case	10	-	-	-	-	-	0.1536133576018448	0	0		
10	9	-	-	-	-	-	nummod	недель	NOUN	inan	gent	femn	NOUN	0.1536133576018448	0	0		
до	9	-	-	-	-	PREP	case	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
20	9	-	-	-	-	-	nummod	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
мг	9	inan	nomn	masc	-	NOUN	obl	10	-	-	-	-	-	0.1536133576018448	0	алимемазин		
Алимемазина	9	inan	gent	masc	-	NOUN	nmod	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0	кластер	
совместно	9	-	-	-	-	ADVB	advmod	10	-	-	-	-	-	0.1536133576018448	0	0		
с	9	-	-	-	-	PREP	case	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
200	9	-	-	-	-	-	nummod	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
мг	9	inan	nomn	masc	-	NOUN	obl	совместно	ADVB	-	-	-	ADVB	0.1536133576018448	0	0		
Азалептина	9	anim	nomn	femn	-	NOUN	appos	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	азалептин	кластер	
и	9	-	-	-	-	CONJ	cc	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
30	9	-	-	-	-	-	nummod	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
мг	9	inan	nomn	masc	-	NOUN	conj	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
Ремерона	9	anim	gent	masc	-	NOUN	nmod	мг	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	ремерон	кластер	
Всё	9	-	-	-	-	PRCL	flat:name	Ремерона	NOUN	anim	gent	masc	NOUN	0.1536133576018448	0	0		
это	9	-	-	-	-	PRCL	nsubj:pass	принималось	VERB	-	-	neut	VERB	0.1536133576018448	0	0		
принималось	9	-	-	neut	-	VERB	ROOT	принималось	VERB	-	-	neut	VERB	0.1536133576018448	0	0		
за	9	-	-	-	-	PREP	case	полчаса	NOUN	inan	accs	neut	NOUN	0.1536133576018448	0	0		
полчаса	9	inan	accs	neut	-	NOUN	obl	принималось	VERB	-	-	neut	VERB	0.1536133576018448	0	0		
до	9	-	-	-	-	PREP	case	сна	NOUN	inan	gent	masc	NOUN	0.1536133576018448	0	0		
сна	9	inan	gent	masc	-	NOUN	nmod	полчаса	NOUN	inan	accs	neut	NOUN	0.1536133576018448	0	0		
Лично	9	-	-	-	-	ADVB	appos	полчаса	NOUN	inan	accs	neut	NOUN	0.1536133576018448	0	0		
я	9	-	nomn	-	1per	NPRO	nsubj	почувствовал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
не	9	-	-	-	-	PRCL	advmod	почувствовал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
почувствовал	9	-	-	masc	-	VERB	conj	принималось	VERB	-	-	neut	VERB	0.1536133576018448	0	0		
действие	9	inan	nomn	neut	-	NOUN	obj	почувствовал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
Тералиджена	9	inan	gent	masc	-	NOUN	nmod	действие	NOUN	inan	nomn	neut	NOUN	0.1536133576018448	0	тералиджен	кластер	
словно	9	-	-	-	-	CONJ	mark	принимал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
и	9	-	-	-	-	CONJ	cc	принимал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
не	9	-	-	-	-	PRCL	advmod	принимал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
принимал	9	-	-	masc	-	VERB	conj	принималось	VERB	-	-	neut	VERB	0.1536133576018448	0	0		
его	9	-	accs	masc	3per	NPRO	obj	принимал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
вовсе	9	-	-	-	-	ADVB	advmod	принимал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
Мою	9	-	accs	femn	-	ADJF	obl	вовсе	ADVB	-	-	-	ADVB	0.1536133576018448	0	0		
довольно	9	-	-	-	-	ADVB	advmod	средневзвешенную	ADJF	-	accs	femn	ADJF	0.1536133576018448	0	0		
средневзвешенную	9	-	accs	femn	-	ADJF	amod	ипохондрию	NOUN	inan	accs	femn	NOUN	0.1536133576018448	0	0		
ипохондрию	9	inan	accs	femn	-	NOUN	obj	принимал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
он	9	-	nomn	masc	3per	NPRO	nsubj	купировал	VERB	-	-	masc	VERB	0.1536133576018448	0	тералиджен	тераиджен	
не	9	-	-	-	-	PRCL	advmod	купировал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
купировал	9	-	-	masc	-	VERB	conj	принималось	VERB	-	-	neut	VERB	0.1536133576018448	0	0		
равно	9	-	-	-	-	CONJ	advmod	купировал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
как	9	-	-	-	-	CONJ	mark	депрессивные	ADJF	-	nomn	-	ADJF	0.1536133576018448	0	0		
и	9	-	-	-	-	CONJ	advmod	депрессивные	ADJF	-	nomn	-	ADJF	0.1536133576018448	0	0		
депрессивные	9	-	nomn	-	-	ADJF	amod	симптомы	NOUN	inan	nomn	masc	NOUN	0.1536133576018448	0	0		
симптомы	9	inan	nomn	masc	-	NOUN	obj	купировал	VERB	-	-	masc	VERB	0.1536133576018448	0	0		
Ужасные	17	inan	accs	-	-	ADJF	amod	боли	NOUN	inan	gent	femn	NOUN	0.1536133576018448	0	0		
боли	17	inan	gent	femn	-	NOUN	nsubj	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
были	17	-	-	-	-	VERB	cop	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
я	17	-	nomn	-	1per	NPRO	nsubj	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
даже	17	-	-	-	-	PRCL	advmod	несколько	ADVB	-	-	-	ADVB	-0.2810329073419174	0	0		
несколько	17	-	-	-	-	ADVB	nummod:gov	раз	NOUN	inan	gent	masc	NOUN	-0.2810329073419174	0	0		
раз	17	inan	gent	masc	-	NOUN	obl	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
теряла	17	-	-	femn	-	VERB	ROOT	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
сознание	17	inan	accs	neut	-	NOUN	obj	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
А	17	-	-	-	-	CONJ	cc	обещал	VERB	-	-	masc	VERB	-0.2810329073419174	0	0		
доктор	17	anim	nomn	masc	-	NOUN	nsubj	обещал	VERB	-	-	masc	VERB	-0.2810329073419174	0	0		
обещал	17	-	-	masc	-	VERB	conj	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
что	17	-	-	-	-	CONJ	obj	обещал	VERB	-	-	masc	VERB	-0.2810329073419174	0	0		
эДрузья	17	anim	nomn	masc	-	NOUN	iobj	обещал	VERB	-	-	masc	VERB	-0.2810329073419174	0	0		
помогите	17	-	-	-	-	VERB	punct	теряла	VERB	-	-	femn	VERB	-0.2810329073419174	0	0		
Маме	18	anim	datv	femn	-	NOUN	iobj	поставили	VERB	-	-	-	VERB	-0.2810329073419174	0	0		
поставили	18	-	-	-	-	VERB	ROOT	поставили	VERB	-	-	-	VERB	0.19288294250145555	0	0		
диагноз	18	inan	nomn	masc	-	NOUN	obj	поставили	VERB	-	-	-	VERB	0.19288294250145555	0	0		
РМЖ	18	-	-	-	-	-	nmod	диагноз	NOUN	inan	nomn	masc	NOUN	0.19288294250145555	0	0		
7	18	-	-	-	-	-	nummod	лет	NOUN	inan	gent	masc	NOUN	0.19288294250145555	0	0		
лет	18	inan	gent	masc	-	NOUN	obl	поставили	VERB	-	-	-	VERB	0.19288294250145555	0	0		
назад	18	-	-	-	-	ADVB	advmod	лет	NOUN	inan	gent	masc	NOUN	0.19288294250145555	0	0		
Была	18	-	-	femn	-	VERB	ROOT	Была	VERB	-	-	femn	VERB	0.19288294250145555	0	0		
операция	18	inan	nomn	femn	-	NOUN	ROOT	операция	NOUN	inan	nomn	femn	NOUN	-0.21179342363029718	0	0		
Потом	18	-	-	-	-	ADVB	advmod	нашли	VERB	-	-	-	VERB	-0.21179342363029718	0	0		
нашли	18	-	-	-	-	VERB	ROOT	нашли	VERB	-	-	-	VERB	0.18366885567083954	0	0		
метастаз	18	inan	gent	masc	-	NOUN	obj	нашли	VERB	-	-	-	VERB	0.18366885567083954	0	0		
в	18	-	-	-	-	PREP	case	позвоночнике	NOUN	inan	loct	masc	NOUN	0.18366885567083954	0	0		
позвоночнике	18	inan	loct	masc	-	NOUN	obl	нашли	VERB	-	-	-	VERB	0.18366885567083954	0	0		
Назначили	18	-	-	-	-	VERB	ROOT	Назначили	VERB	-	-	-	VERB	0.18366885567083954	0	0		
золендроновую	18	-	accs	femn	-	ADJF	amod	кислоту	NOUN	inan	accs	femn	NOUN	0.4066416025161743	0	золендроновая кислота-B	кластер	
кислоту	18	inan	accs	femn	-	NOUN	obj	Назначили	VERB	-	-	-	VERB	0.4066416025161743	0	золендроновая кислота-I	кластер	
Капаем	18	-	-	-	1per	VERB	ROOT	Капаем	VERB	-	-	-	VERB	0.4066416025161743	0	0		
уже	18	-	-	-	-	ADVB	advmod	больше	COMP	-	-	-	COMP	0.37041769176721573	0	0		
больше	18	-	-	-	-	COMP	nsubj	Капаем	VERB	-	-	-	VERB	0.37041769176721573	0	0		
5	18	-	-	-	-	-	nummod	лет	NOUN	inan	gent	masc	NOUN	0.37041769176721573	0	0		
лет	18	inan	gent	masc	-	NOUN	ROOT	лет	NOUN	inan	gent	masc	NOUN	0.37041769176721573	0	0		
Сейчас	18	-	-	-	-	ADVB	ROOT	Сейчас	ADVB	-	-	-	ADVB	0.37041769176721573	0	0		
1	18	-	-	-	-	-	nummod	раз	NOUN	inan	gent	masc	NOUN	0.11997238527983427	0	0		
раз	18	inan	gent	masc	-	NOUN	ROOT	раз	NOUN	inan	gent	masc	NOUN	0.11997238527983427	0	0		
в	18	-	-	-	-	PREP	case	полгода	NOUN	inan	accs	neut	NOUN	0.11997238527983427	0	0		
полгода	18	inan	accs	neut	-	NOUN	nmod	раз	NOUN	inan	gent	masc	NOUN	0.11997238527983427	0	0		
Несколько	18	-	-	-	-	ADVB	nummod:gov	месяцев	NOUN	inan	gent	masc	NOUN	0.11997238527983427	0	0		
месяцев	18	inan	gent	masc	-	NOUN	obl	появились	VERB	-	-	-	VERB	0.03925261087715626	0	0		
назад	18	-	-	-	-	ADVB	advmod	месяцев	NOUN	inan	gent	masc	NOUN	0.03925261087715626	0	0		
появились	18	-	-	-	-	VERB	ROOT	появились	VERB	-	-	-	VERB	0.03925261087715626	0	0		
проблемы	18	inan	nomn	femn	-	NOUN	nsubj	появились	VERB	-	-	-	VERB	0.03925261087715626	0	0		
с	18	-	-	-	-	PREP	case	челюстью	NOUN	inan	ablt	femn	NOUN	0.03925261087715626	0	0		
нижней	18	-	gent	femn	-	ADJF	amod	челюстью	NOUN	inan	ablt	femn	NOUN	0.03925261087715626	0	0		
челюстью	18	inan	ablt	femn	-	NOUN	nmod	проблемы	NOUN	inan	nomn	femn	NOUN	0.03925261087715626	0	0		
Стала	18	-	-	femn	-	VERB	ROOT	Стала	VERB	-	-	femn	VERB	0.03925261087715626	0	0		
опухать	18	-	-	-	-	INFN	xcomp	Стала	VERB	-	-	femn	VERB	0.03960486175492406	0	0		
под	18	-	-	-	-	PREP	case	протезом	NOUN	inan	ablt	masc	NOUN	0.03960486175492406	0	0		
протезом	18	inan	ablt	masc	-	NOUN	obl	опухать	INFN	-	-	-	INFN	0.03960486175492406	0	0		
Нашли	18	-	-	-	-	VERB	ROOT	Нашли	VERB	-	-	-	VERB	0.03960486175492406	0	0		
грануляты	18	inan	nomn	masc	-	NOUN	obj	Нашли	VERB	-	-	-	VERB	-0.021054435210923355	0	0		
чистили	18	-	-	-	-	VERB	punct	Нашли	VERB	-	-	-	VERB	-0.021054435210923355	0	0		
Через	18	-	-	-	-	PREP	case	месяц	NOUN	inan	accs	masc	NOUN	-0.021054435210923355	0	0		
месяц	18	inan	accs	masc	-	NOUN	ROOT	месяц	NOUN	inan	accs	masc	NOUN	0.3179713288942973	0	0		
снова	18	-	-	-	-	ADVB	ROOT	снова	ADVB	-	-	-	ADVB	0.3179713288942973	0	0		
И	18	-	-	-	-	CONJ	ROOT	И	CONJ	-	-	-	CONJ	0.3179713288942973	0	0		
уже	18	-	-	-	-	ADVB	advmod	третий	ADJF	-	nomn	masc	ADJF	-0.4631675686687231	0	0		
третий	18	-	nomn	masc	-	ADJF	amod	раз	NOUN	inan	gent	masc	NOUN	-0.4631675686687231	0	0		
раз	18	inan	gent	masc	-	NOUN	ROOT	раз	NOUN	inan	gent	masc	NOUN	-0.4631675686687231	0	0		
Как	18	-	-	-	-	CONJ	mark	объяснил	VERB	-	-	masc	VERB	-0.4631675686687231	0	0		
объяснил	18	-	-	masc	-	VERB	parataxis	может	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
стоматолог	18	anim	nomn	masc	-	NOUN	nsubj	объяснил	VERB	-	-	masc	VERB	-0.3822786903262816	0	0		
ткань	18	inan	nomn	femn	-	NOUN	nsubj	может	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
к	18	-	-	-	-	PREP	case	кости	NOUN	inan	nomn	femn	NOUN	-0.3822786903262816	0	0		
кости	18	inan	nomn	femn	-	NOUN	nmod	ткань	NOUN	inan	nomn	femn	NOUN	-0.3822786903262816	0	0		
не	18	-	-	-	-	PRCL	advmod	может	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
может	18	-	-	-	3per	VERB	ROOT	может	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
прикрепится	18	-	-	-	3per	VERB	xcomp	может	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
и	18	-	-	-	-	CONJ	punct	может	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
отходит	18	-	-	-	3per	VERB	punct	может	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
Получается	18	-	-	-	3per	VERB	ROOT	Получается	VERB	-	-	-	VERB	-0.3822786903262816	0	0		
свищ	18	inan	nomn	masc	-	NOUN	nsubj	Получается	VERB	-	-	-	VERB	-0.07196245901286602	0	0		
Как	18	-	-	-	-	CONJ	mark	понять	INFN	-	-	-	INFN	-0.07196245901286602	0	0		
понять	18	-	-	-	-	INFN	ROOT	понять	INFN	-	-	-	INFN	-0.1871585770510137	0	0		
что	18	-	-	-	-	CONJ	mark	начало	NOUN	inan	nomn	neut	NOUN	-0.1871585770510137	0	0		
это	18	-	-	-	-	PRCL	nsubj	начало	NOUN	inan	nomn	neut	NOUN	-0.1871585770510137	0	0		
начало	18	inan	nomn	neut	-	NOUN	ccomp	понять	INFN	-	-	-	INFN	-0.1871585770510137	0	0		
остеонекроза	18	inan	gent	masc	-	NOUN	nmod	начало	NOUN	inan	nomn	neut	NOUN	-0.1871585770510137	0	0		
из	18	-	-	-	-	PREP	case	применения	NOUN	inan	gent	neut	NOUN	-0.1871585770510137	0	0		
за	18	-	-	-	-	PREP	case	применения	NOUN	inan	gent	neut	NOUN	-0.1871585770510137	0	0		
применения	18	inan	gent	neut	-	NOUN	nmod	остеонекроза	NOUN	inan	gent	masc	NOUN	-0.1871585770510137	0	0		
бисфосфонатов	18	inan	gent	masc	-	NOUN	ROOT	бисфосфонатов	NOUN	inan	gent	masc	NOUN	-0.1871585770510137	0	0		
и	18	-	-	-	-	CONJ	cc	действия	NOUN	inan	gent	neut	NOUN	-0.1871585770510137	0	0		
какие	18	-	nomn	-	-	ADJF	det	действия	NOUN	inan	gent	neut	NOUN	0.2103269349783659	0	0		
действия	18	inan	gent	neut	-	NOUN	ROOT	действия	NOUN	inan	gent	neut	NOUN	0.2103269349783659	0	0		
сейчас	18	-	-	-	-	ADVB	advmod	предпринять	INFN	-	-	-	INFN	0.2103269349783659	0	0		
предпринять	18	-	-	-	-	INFN	ROOT	предпринять	INFN	-	-	-	INFN	0.2103269349783659	0	0		
Спасибо	23	-	-	-	-	INTJ	ROOT	Спасибо	INTJ	-	-	-	INTJ	0.2103269349783659	0	0		
Очень	17	-	-	-	-	ADVB	advmod	жду	VERB	-	-	-	VERB	0.06608853489160538	0	0		
жду	17	-	-	-	1per	VERB	ROOT	жду	VERB	-	-	-	VERB	-0.49195357225835323	0	0		
ответ	17	inan	accs	masc	-	NOUN	obj	жду	VERB	-	-	-	VERB	-0.49195357225835323	0	0		
АлександрМ	18	inan	gent	femn	-	NOUN	nsubj	писал	VERB	-	-	masc	VERB	-0.49195357225835323	0	0		
5	18	-	-	-	-	-	appos	АлександрМ	NOUN	inan	gent	femn	NOUN	0.31921108118129066	0	0		
Ноябрь	18	inan	nomn	masc	-	NOUN	flat	5	-	-	-	-	-	0.31921108118129066	0	0		
2019	18	-	-	-	-	-	flat	5	-	-	-	-	-	0.31921108118129066	0	0		
18	18	-	-	-	-	-	nummod	8	-	-	-	-	-	0.31921108118129066	0	0		
8	18	-	-	-	-	-	appos	АлександрМ	NOUN	inan	gent	femn	NOUN	0.31921108118129066	0	0		
