TOKEN	NER	COREFERENCE_CLUSTER
поехать	0	
но	0	
теперь	0	
рады	0	
что	0	
остановились	0	
на	0	
местном	0	
центре	0	
"		
"	0	
писать	0	
много	0	
у	0	
меня	0	
нет	0	
ни	0	
времени	0	
ни	0	
сил	0	
я	0	
не	0	
медик	0	
я	0	
экономист	0	
всю	0	
инфу	0	
которую	0	
я	0	
могла	0	
выдать	0	
я	0	
выдала	0	
в	0	
прежних	0	
сообщениях	0	
капельницы	0	
ставлю	0	
сама	0	
в	0	
порт	0	
в	0	
вену	0	
не	0	
смогла	0	
бы	0	
научилась	0	
по	0	
роликам	0	
в	0	
инете	0	
и	0	
подсказкам	0	
мужа	0	
как	0	
делает	0	
медсестра	0	
дела	0	
у	0	
вас	0	
если	0	
честно	0	
не	0	
ахти	0	
чтобы	0	
сделать	0	
радикальную	0	
операцию	0	
нужно	0	
уйти	0	
от	0	
мтс	0	
для	0	
этого	0	
нужна	0	
мощная	0	
химия	0	
которую	0	
ваша	0	
мама	0	
не	0	
переносит	0	
нужно	0	
постараться	0	
улучшить	0	
качество	0	
жизни	0	
действительно	0	
переставив	0	
дренаж	0	
если	0	
вам	0	
ильинка	0	
по	0	
карману	0	
в	0	
другом	0	
месте	0	
врядли	0	
возьмутся	0	
разве	0	
что	0	
еще	0	
ефанов	0	
в	0	
мнкц	0	
логинова	0	
и	0	
продолжить	0	
химию	0	
в	0	
том	0	
режиме	0	
в	0	
котором	0	
ее	0	
больная	0	
может	0	
реально	0	
переносить	0	
"		
"	0	
только	0	
не	0	
бл	0	
плиз	0	
приводите	0	
здесь	0	
в	0	
качестве	0	
экспертного	0	
мнения	0	
а	0	
еще	0	
лучше	0	
ссылку	0	
на	0	
авторитетный	0	
источник	0	
исследования	0	
например	0	
"		
"	0	
имхo	0	
исключение	0	
дака	0	
похоже	0	
на	0	
борьбу	0	
за	0	
рынок	0	
между	0	
гилеад	0	
и	0	
bms	0	
гилеад	0	
продвигает	0	
вел	0	
и	0	
отказалась	0	
от	0	
предложения	0	
bms	0	
в	0	
свое	0	
время	0	
проводить	0	
совместные	0	
испытания	0	
3	0	
фазы	0	
соф	0	
дак	0	
bmsу	0	
же	0	
нужен	0	
гилеадовский	0	
соф	0	
для	0	
схемы	0	
и	0	
столь	0	
больших	0	
исследований	0	
с	0	
даком	0	
как	0	
с	0	
соф	0	
лед	0	
например	0	
не	0	
было	0	
поэтому	0	
например	0	
в	0	
рекомендациях	0	
aasld	0	
для	0	
1	0	
гена	0	
соф	0	
дак	0	
и	0	
раньше	0	
был	0	
как	0	
альтернативная	0	
схема	0	
соф	0	
лед	0	
основная	0	
у	0	
дака	0	
есть	0	
свое	0	
преимущество	0	
усвояемость	0	
не	0	
зависит	0	
от	0	
кислотности	0	
желуд	0	
сока	0	
как	0	
для	0	
вел	0	
или	0	
лед	0	
т	0	
е	0	
проще	0	
применять	0	
с	0	
препаратами	0	
типа	0	
омеза	0	
"		
"	0	
я	0	
принимаю	0	
сейчас	0	
этот	0	
препарат	0	
в	0	
принципе	0	
он	0	
мне	0	
нравится	0	
помогает	0	
снять	0	
тревожность	0	
улучшает	0	
сон	0	
главное	0	
для	0	
меня	0	
это	0	
повышенная	0	
тревожность	0	
в	0	
это	0	
труксал	0	
мне	0	
помогает	0	
единственное	0	
днем	0	
отнего	0	
хотя	0	
я	0	
принимаю	0	
совсем	0	
небольшие	0	
дозы	0	
чувство	0	
усталости	0	
и	0	
сонливость	0	
может	0	
со	0	
временем	0	
это	0	
пройдет	0	
"		
"	0	
gudvin	0	
писал	0	
а	0	
5	0	
июл	0	
2018	0	
12	0	
58	0	
схема	0	
соф	0	
дак	0	
реально	0	
работает	0	
что	0	
отражено	0	
в	0	
форумной	0	
статистике	0	
имхo	0	
так	0	
данные	0	
препараты	0	
ещё	0	
и	0	
совершенствуются	0	
вон	0	
продавцы	0	
анонсируют	0	
соф	0	
дак	0	
в	0	
одной	0	
таблетке	0	
чего	0	
раньше	0	
не	0	
было	0	
"		
"	0	
demis	0	
профиль	0	
без	0	
личных	0	
сообщений	0	
спам	0	
с	0	
предложениями	0	
лекарств	0	
в	0	
лички	0	
"		
"	0	
здравствуйте	0	
скажите	0	
пожалуйста	0	
сколько	0	
стоит	0	
софосбувир	0	
велпатосвир	0	
100мг	0	
доставка	0	
город	0	
слюдянка	0	
иркутская	0	
область	0	
"		
"	0	
светка	0	
23	0	
окт	0	
2017	0	
20	0	
53	0	
писал	0	
а	0	
скажите	0	
пожалуйста	0	
в	0	
беларусь	0	
доставка	0	
есть	0	
ли	0	
и	0	
таможенные	0	
пошлины	0	
как	0	
отвтеили	0	
вам	0	
личным	0	
сообщением	0	
"		
"	0	
на	0	
зелдоксе	0	
уже	0	
год	0	
психиатр	0	
советует	0	
снижать	0	
дозу	0	
постепенно	0	
сначала	0	
до	0	
100	0	
мг	0	
а	0	
затем	0	
и	0	
до	0	
60	0	
мг	0	
на	0	
полгода	0	
т	0	
к	0	
состояние	0	
сонливое	0	
работать	0	
больше	0	
3	0	
4	0	
х	0	
часов	0	
не	0	
могу	0	
менструации	0	
пропали	0	
вообще	0	
холестерин	0	
повысился	0	
и	0	
тхг	0	
очень	0	
высокий	0	
принимаю	0	
50	0	
мг	0	
эльтероксина	0	
хотят	0	
назначить	0	
100	0	
набрала	0	
10	0	
кг	0	
лишнего	0	
веса	0	
за	0	
год	0	
можно	0	
вообще	0	
с	0	
неуролептиков	0	
сходить	0	
"		
"	0	
здравствуйте	0	
в	0	
том	0	
то	0	
и	0	
дело	0	
что	0	
второе	0	
в	0	
нашем	0	
случае	0	
третье	0	
мнение	0	
получили	0	
и	0	
они	0	
разные	0	
пока	0	
решили	0	
просто	0	
наблюдаться	0	
не	0	
теряя	0	
надежду	0	
попасть	0	
к	0	
спецам	0	
хорошо	0	
бы	0	
найти	0	
специалиста	0	
именно	0	
по	0	
хромофобному	0	
в	0	
лопаткина	0	
филиал	0	
герцена	0	
онкоуролог	0	
совсем	0	
обнадежила	0	
тем	0	
что	0	
не	0	
реагирует	0	
эта	0	
зараза	0	
на	0	
сунитиниб	0	
"		
"	0	
артур1978	0	
писал	0	
а	0	
22	0	
ноя	0	
2018	0	
19	0	
5	0	
выздоравливайте	0	
"		
"	0	
ремдесевир	0	
100мг	0	
150	0	
фавипиравир	0	
200мг	0	
130	0	
актемра	0	
400мг	0	
под	0	
заказ	0	
"		
"	0	
quote	0	
novenkayag3	0	
писал	0	
а	0	
23	0	
сен	0	
2018	0	
1	0	
16	0	
европейская	0	
ассоциация	0	
гепатологов	0	
опубликовала	0	
последние	0	
исследования	0	
о	0	
лечение	0	
гепатита	0	
с	0	
у	0	
пациентов	0	
с	0	
фиброзом	0	
4	0	
степени	0	
и	0	
циррозом	0	
сама	0	
по	0	
себе	0	
фраза	0	
по	0	
отсутствию	0	
смысловой	0	
нагрузки	0	
и	0	
орфографии	0	
говорит	0	
о	0	
треше	0	
и	0	
угаре	0	
некомпетентности	0	
её	0	
написавшего	0	
попытка	0	
пиара	0	
очередной	0	
конторы	0	
а	0	
ля	0	
рога	0	
и	0	
копыта	0	
не	0	
засчитана	0	
"		
"	0	
stellsa	0	
удачного	0	
лечения	0	
"		
"	0	
вот	0	
у	0	
меня	0	
навязчивость	0	
окр	0	
я	0	
месяц	0	
пила	0	
мине	0	
вообще	0	
не	0	
помогло	0	
сероквель	0	
хоть	0	
иногда	0	
эти	0	
состояния	0	
подавляет	0	
"		
"	0	
а	0	
разве	0	
в	0	
платной	0	
клинике	0	
делают	0	
такие	0	
капельницы	0	
мы	0	
пытались	0	
прокапать	0	
золендроновую	0	
кислоту	0	
так	0	
нас	0	
отправляют	0	
в	0	
поликлинику	0	
по	0	
месту	0	
жительства	0	
"		
"	0	
так	0	
я	0	
и	0	
не	0	
поняла	0	
генотип	0	
1а	0	
3	0	
98	0	
10	0	
4	0	
ещё	0	
не	0	
начинала	0	
лечение	0	
какие	0	
тогда	0	
препараты	0	
мне	0	
подходят	0	
если	0	
соф	0	
дак	0	
отменили	0	
"		
"	0	
baklajan73	0	
25	0	
окт	0	
2017	0	
15	0	
16	0	
писал	0	
а	0	
здравствуйте	0	
хочу	0	
купить	0	
соф	0	
и	0	
дак	0	
на	0	
12	0	
недель	0	
как	0	
это	0	
сделать	0	
и	0	
сколько	0	
будет	0	
стоить	0	
здравствуйте	0	
на	0	
первой	0	
странице	0	
нашей	0	
темы	0	
все	0	
написано	0	
"		
"	0	
какая	0	
живая	0	
тема	0	
что	0	
неужели	0	
совсем	0	
никто	0	
не	0	
применял	0	
или	0	
все	0	
кто	0	
применял	0	
уже	0	
не	0	
могут	0	
писать	0	
не	0	
пугайте	0	
так	0	
отпишите	0	
кто	0	
нибудь	0	
"		
"	0	
yulia555	0	
писал	0	
а	0	
14	0	
ноя	0	
2019	0	
11	0	
6	0	
хотела	0	
выразить	0	
благодарность	0	
автору	0	
темы	0	
ранее	0	
выставляла	0	
фото	0	
полученного	0	
лекарства	0	
так	0	
вот	0	
у	0	
меня	0	
минус	0	
теперь	0	
через	0	
3	0	
месяца	0	
повторно	0	
сдавать	0	
но	0	
2	0	
минуса	0	
это	0	
уже	0	
слава	0	
богу	0	
спасибо	0	
поздравляем	0	
вас	0	
успешно	0	
вам	0	
побороть	0	
вирус	0	
somebody	0	
писал	0	
а	0	
11	0	
дек	0	
2019	0	
14	0	
40	0	
после	0	
месяца	0	
приема	0	
lucisole	0	
результат	0	
рнк	0	
геп	0	
с	0	
на	0	
границе	0	
чувствительности	0	
измерения	0	
60	0	
ме	0	
мл	0	
изначально	0	
у	0	
меня	0	
было	0	
100	0	
0	0	
продолжаю	0	
курс	0	
всем	0	
удачи	0	
скорейшего	0	
вам	0	
выздоровления	0	
roman66	0	
писал	0	
а	0	
13	0	
дек	0	
2019	0	
6	0	
51	0	
выражаю	0	
огромную	0	
благодарность	0	
сотрудникам	0	
nostrum	0	
заказывал	0	
еще	0	
в	0	
августе	0	
месяце	0	
velasof	0	
от	0	
hetero	0	
отличный	0	
сервис	0	
счет	0	
прислали	0	
на	0	
следующий	0	
день	0	
товар	0	
отправили	0	
в	0	
день	0	
оплаты	0	
пропил	0	
курс	0	
3	0	
месяца	0	
результат	0	
вирус	0	
не	0	
обнаружен	0	
поздравляю	0	
вас	0	
с	0	
выздоровлением	0	
контрольный	0	
анализ	0	
пцр	0	
сдать	0	
на	0	
168	0	
день	0	
после	0	
окончания	0	
приема	0	
препаратов	0	
"		
"	0	
proserpina	0	
сказал	0	
а	0	
5	0	
8	0	
2009	0	
20	0	
49	0	
я	0	
пила	0	
хорошее	0	
лекарсво	0	
голову	0	
перестало	0	
распирать	0	
можно	0	
поподробнее	0	
а	0	
то	0	
у	0	
меня	0	
голова	0	
тоже	0	
постоянно	0	
болит	0	
давит	0	
как	0	
часто	0	
у	0	
вас	0	
голову	0	
расперало	0	
до	0	
этого	0	
чемто	0	
лечились	0	
и	0	
как	0	
скора	0	
он	0	
вам	0	
помог	0	
з	0	
ы	0	
хлорпротиксен	0	
вообще	0	
какого	0	
года	0	
препарат	0	
новый	0	
старый	0	
кто	0	
знает	0	
"		
"	0	
proserpina	0	
сказал	0	
а	0	
1	0	
1	0	
2009	0	
15	0	
26	0	
и	0	
как	0	
долго	0	
она	0	
принимала	0	
сероквель	0	
чтобы	0	
получился	0	
эффект	0	
на	0	
енотту	0	
сероквель	0	
оказал	0	
эффект	0	
примерно	0	
в	0	
ту	0	
же	0	
неделю	0	
остроту	0	
снял	0	
некоторые	0	
мелочи	0	
остались	0	
"		
"	0	
от	0	
острого	0	
психотического	0	
состояния	0	
помогает	0	
помогает	0	
отходишь	0	
от	0	
него	0	
сутки	0	
двое	0	
но	0	
помогает	0	
очень	0	
напоминает	0	
аминазин	0	
с	0	
азалептином	0	
сравнивать	0	
его	0	
не	0	
стоит	0	
азалептин	0	
принимают	0	
годами	0	
перед	0	
сном	0	
тизерцин	0	
имхо	0	
средство	0	
выведения	0	
из	0	
острого	0	
психотического	0	
состояния	0	
или	0	
белочки	0	
в	0	
последнем	0	
случае	0	
хватит	0	
одного	0	
укола	0	
"		
"	0	
акция	0	
торопитесь	0	
приобрести	0	
450	0	
дол	0	
12	0	
недель	0	
курс	0	
hepcvir	0	
софосбувир	0	
400мг	0	
hepcdac	0	
даклатасвир	0	
60мг	0	
от	0	
компании	0	
cipla	0	
hetero	0	
virvel	0	
софосбувир	0	
400мг	0	
велпатасвир	0	
100мг	0	
от	0	
компании	0	
strides	0	
shasun	0	
ltd	0	
hetero	0	
всего	0	
за	0	
740	0	
за	0	
курс	0	
на	0	
12	0	
недель	0	
hepcvel	0	
софосбувир	0	
400мг	0	
велпатасвир	0	
100мг	0	
от	0	
компании	0	
cipla	0	
natco	0	
всего	0	
за	0	
850	0	
за	0	
курс	0	
на	0	
12	0	
недель	0	
resof	0	
total	0	
софосбувир	0	
400мг	0	
велпатасвир	0	
100мг	0	
от	0	
компании	0	
dr	0	
reddy	0	
s	0	
hetero	0	
всего	0	
за	0	
750	0	
за	0	
курс	0	
на	0	
12	0	
недель	0	
lucisovel	0	
софосбувир	0	
400мг	0	
велпатасвир	0	
100мг	0	
от	0	
компании	0	
lucius	0	
всего	0	
за	0	
700	0	
за	0	
курс	0	
на	0	
12	0	
недель	0	
sovihep	0	
400мг	0	
софосбувир	0	
400мг	0	
dacihep	0	
28s	0	
даклатасвир	0	
60	0	
мг	0	
от	0	
компании	0	
zydus	0	
natco	0	
всего	0	
за	0	
500	0	
за	0	
курс	0	
на	0	
12	0	
недель	0	
ledihep	0	
софосбувир	0	
400мг	0	
ледипасвир	0	
90мг	0	
от	0	
компании	0	
zydus	0	
natco	0	
всего	0	
за	0	
540	0	
за	0	
курс	0	
на	0	
12	0	
недель	0	
ledifos	0	
софосбувир	0	
400мг	0	
ледипасвир	0	
90мг	0	
от	0	
компании	0	
hetero	0	
по	0	
цене	0	
580	0	
за	0	
курс	0	
на	0	
12	0	
недель	0	
русскоязычная	0	
поддержка	0	
91	0	
9890745899	0	
только	0	
сообщения	0	
в	0	
viber	0	
watsapp	0	
e	0	
mail	0	
impexnostrum	0	
gmail	0	
com	0	
все	0	
препараты	0	
со	0	
срокм	0	
годности	0	
конец	0	
2018	0	
середина	0	
2019	0	
года	0	
"		
"	0	
софосбувир	0	
под	0	
новым	0	
брендом	0	
от	0	
компании	0	
strides	0	
sushan	0	
бывший	0	
вирсо	0	
доступен	0	
для	0	
заказа	0	
qurled	0	
карлед	0	
софосбувир	0	
qurled	0	
карлед	0	
и	0	
даклатасвир	0	
dactovin	0	
450	0	
на	0	
12	0	
недель	0	
"		
"	0	
забыл	0	
месяца	0	
два	0	
назад	0	
производители	0	
вакцины	0	
обещали	0	
провести	0	
испытания	0	
на	0	
нашем	0	
брате	0	
онко	0	
но	0	
почему	0	
то	0	
теперь	0	
никакой	0	
информации	0	
"		
"	0	
добрый	0	
день	0	
соседка	0	
дама	0	
в	0	
возрасте	0	
очень	0	
просила	0	
что	0	
бы	0	
я	0	
написала	0	
о	0	
том	0	
где	0	
она	0	
нашла	0	
лекарства	0	
ей	0	
назначили	0	
анастрозол	0	
и	0	
порекомендовали	0	
аримидекс	0	
только	0	
европейский	0	
сказали	0	
что	0	
эффективнее	0	
будет	0	
врачи	0	
разные	0	
у	0	
нас	0	
учитывая	0	
ее	0	
возраст	0	
и	0	
непонимание	0	
что	0	
такое	0	
компьютер	0	
стали	0	
ей	0	
помогать	0	
и	0	
искать	0	
в	0	
интернете	0	
аптеки	0	
которые	0	
занимаются	0	
европейскими	0	
препаратами	0	
они	0	
конечно	0	
дороже	0	
но	0	
по	0	
отзывам	0	
эффект	0	
лучше	0	
и	0	
побочка	0	
легче	0	
что	0	
действительно	0	
подтвердила	0	
соседка	0	
в	0	
общем	0	
она	0	
приобрела	0	
аримидекс	0	
ангийский	0	
в	0	
аптеке	0	
еврофармация	0	
рф	0	
пишется	0	
русскими	0	
буквами	0	
мы	0	
из	0	
москвы	0	
поэтому	0	
доставили	0	
очень	0	
быстро	0	
оказалось	0	
что	0	
этот	0	
препарат	0	
у	0	
них	0	
есть	0	
в	0	
наличии	0	
и	0	
не	0	
надо	0	
его	0	
заказывать	0	
очень	0	
надеемся	0	
что	0	
эта	0	
информация	0	
кому	0	
то	0	
поможет	0	
терпения	0	
удачи	0	
и	0	
здоровья	0	
"		
"	0	
наталья1978	0	
сказал	0	
а	0	
вызывает	0	
ли	0	
сероквель	0	
дипрессию	0	
и	0	
еще	0	
вызывает	0	
ли	0	
этот	0	
препорат	0	
сексуальную	0	
дисфункцию	0	
в	0	
организме	0	
депрессию	0	
не	0	
лечет	0	
это	0	
не	0	
антидепрессант	0	
если	0	
только	0	
депрессия	0	
не	0	
была	0	
вызвана	0	
шизофренией	0	
дисфункцию	0	
не	0	
вызывает	0	
некоторые	0	
даже	0	
сообщали	0	
о	0	
повышение	0	
либидо	0	
женщины	0	
единсвенный	0	
недостаток	0	
это	0	
набор	0	
веса	0	
"		
"	0	
всем	0	
добра	0	
оплатил	0	
25	0	
12	0	
получил	0	
30	0	
12	0	
крым	0	
шло	0	
из	0	
москвы	0	
велакаст	0	
спасибо	0	
большое	0	
начнем	0	
терапию	0	
фото	0	
позже	0	
"		
"	0	
а	0	
если	0	
с	0	
новокаином	0	
вместе	0	
https	0	
abrikosov	0	
so	0	
azon	0	
i	0	
novokain	0	
и	0	
вот	0	
тут	0	
https	0	
proctologys	0	
zon	0	
i	0	
novokain	0	
"		
"	0	
возможно	0	
сертралин	0	
"		
"	0	
radik36	0	
30	0	
авг	0	
2017	0	
19	0	
54	0	
писал	0	
а	0	
михаил	0	
с	0	
вашей	0	
посылкой	0	
никаких	0	
проблем	0	
нет	0	
то	0	
что	0	
вы	0	
заказали	0	
и	0	
оплатили	0	
то	0	
и	0	
отправляется	0	
вам	0	
"		
"	0	
nessi	0	
писал	0	
а	0	
7	0	
июл	0	
2018	0	
14	0	
29	0	
я	0	
поняла	0	
но	0	
не	0	
у	0	
всех	0	
есть	0	
чю	0	
и	0	
в	0	
соседней	0	
теме	0	
потом	0	
можно	0	
много	0	
интересного	0	
прочитать	0	
после	0	
такой	0	
шутки	0	
ну	0	
что	0	
ж	0	
теперь	0	
не	0	
шутить	0	
что	0	
ли	0	
так	0	
или	0	
иначе	0	
это	0	
его	0	
частное	0	
мнение	0	
и	0	
не	0	
факт	0	
что	0	
правильное	0	
и	0	
не	0	
факт	0	
что	0	
он	0	
говорит	0	
всю	0	
правду	0	
как	0	
она	0	
есть	0	
а	0	
как	0	
она	0	
есть	0	
хз	0	
"		
"	0	
ираида68	0	
17	0	
ноябрь	0	
2020	0	
22	0	
2	0	
писал	0	
увы	0	
михаил	0	
кругом	0	
прав	0	
если	0	
нет	0	
лицензии	0	
незаконным	0	
оборотом	0	
по	0	
законам	0	
рф	0	
будет	0	
даже	0	
продажа	0	
аспирина	0	
так	0	
что	0	
чистотеоретически	0	
дайте	0	
об	0	
явление	0	
о	0	
продаже	0	
оставшейся	0	
от	0	
пробабушки	0	
пачки	0	
пургена	0	
и	0	
ждите	0	
дядечек	0	
в	0	
форме	0	
в	0	
гости	0	
конечно	0	
это	0	
утрировано	0	
и	0	
никто	0	
не	0	
будет	0	
охотиться	0	
за	0	
таким	0	
продавцом	0	
но	0	
с	0	
точки	0	
зрения	0	
законодательства	0	
это	0	
выглядит	0	
именно	0	
так	0	
а	0	
бесплатно	0	
отдать	0	
тоже	0	
наверно	0	
хотя	0	
это	0	
не	0	
продажа	0	
же	0	
"		
"	0	
niсk1	0	
писал	0	
а	0	
14	0	
окт	0	
2019	0	
10	0	
6	0	
доброго	0	
дня	0	
подскажите	0	
новичку	0	
какая	0	
разница	0	
между	0	
препаратами	0	
софосбувир	0	
и	0	
даклатасвир	0	
и	0	
софосбувир	0	
ледипасвир	0	
разница	0	
самого	0	
дорого	0	
и	0	
самого	0	
не	0	
дорого	0	
200	0	
в	0	
чём	0	
фокус	0	
и	0	
когда	0	
имеет	0	
смысл	0	
переплачивать	0	
начать	0	
лечение	0	
что	0	
для	0	
этого	0	
нужно	0	
какие	0	
то	0	
анализы	0	
сдать	0	
с	0	
врачами	0	
пообщаться	0	
какой	0	
препарат	0	
и	0	
производитель	0	
лучше	0	
спасибо	0	
здравствуйте	0	
софосбувир	0	
и	0	
даклатасвир	0	
для	0	
всех	0	
генотипов	0	
софосбувир	0	
и	0	
ледипасвир	0	
только	0	
для	0	
1	0	
и	0	
4	0	
го	0	
разницы	0	
в	0	
них	0	
нет	0	
можно	0	
взять	0	
ledikast	0	
к	0	
примеру	0	
за	0	
400	0	
долларов	0	
лоя	0	
начала	0	
леченияч	0	
нужно	0	
сдать	0	
анализы	0	
общий	0	
анализ	0	
крови	0	
с	0	
лейкоцитарной	0	
формулой	0	
бтохию	0	
крови	0	
эластометрию	0	
печени	0	
узи	0	
брюшной	0	
полости	0	
нет	0	
лучше	0	
препаратов	0	
или	0	
хуже	0	
в	0	
индии	0	
они	0	
делаются	0	
на	0	
данный	0	
момент	0	
по	0	
одной	0	
лицензии	0	
"		
"	0	
римила	0	
писал	0	
а	0	
14	0	
янв	0	
2019	0	
7	0	
26	0	
всем	0	
добрый	0	
день	0	
хочу	0	
ещё	0	
раз	0	
поблагодарить	0	
nostrum	0	
impex	0	
спасибо	0	
большое	0	
за	0	
быструю	0	
доставку	0	
препарата	0	
velpanat	0	
заказывала	0	
для	0	
родственницы	0	
3	0	
упаковки	0	
препарата	0	
velpanat	0	
в	0	
декабре	0	
2018г	0	
написала	0	
по	0	
электронной	0	
почте	0	
задала	0	
интересующие	0	
вопросы	0	
по	0	
оплате	0	
по	0	
доставке	0	
и	0	
т	0	
д	0	
ответили	0	
сразу	0	
всё	0	
разъяснили	0	
платёж	0	
в	0	
банке	0	
сбербанк	0	
делала	0	
я	0	
в	0	
хабаровске	0	
а	0	
доставить	0	
посылку	0	
нужно	0	
было	0	
в	0	
г	0	
киров	0	
переживала	0	
что	0	
возникнут	0	
нестыковки	0	
но	0	
всё	0	
прошло	0	
отлично	0	
с	0	
25	0	
го	0	
декабря	0	
долгожданные	0	
таблетки	0	
начали	0	
работать	0	
по	0	
назначению	0	
уничтожают	0	
вирус	0	
я	0	
очень	0	
надеюсь	0	
на	0	
успех	0	
какое	0	
счастье	0	
что	0	
есть	0	
реальная	0	
возможность	0	
избавится	0	
от	0	
этой	0	
заразы	0	
за	0	
адекватную	0	
цену	0	
и	0	
за	0	
непродолжительное	0	
время	0	
ещё	0	
раз	0	
огромное	0	
спасибо	0	
nostrum	0	
impex	0	
фото	0	
самих	0	
препаратов	0	
это	0	
скриншот	0	
изображения	0	
с	0	
экрана	0	
когда	0	
по	0	
скайпу	0	
разговаривали	0	
поэтому	0	
качество	0	
не	0	
очень	0	
вам	0	
скорейшего	0	
выздоровления	0	
желаем	0	
от	0	
лица	0	
нашей	0	
компании	0	
"		
"	0	
спасибо	0	
там	0	
месяца	0	
4	0	
открытым	0	
стоял	0	
рисковать	0	
не	0	
будем	0	
"		
"	0	
о	0	
побочках	0	
на	0	
onco	0	
life	0	
есть	0	
хорошая	0	
статья	0	
и	0	
советы	0	
там	0	
дельные	0	
а	0	
так	0	
лучше	0	
с	0	
лечащим	0	
врачом	0	
обсудить	0	
эти	0	
моменты	0	
ссылочка	0	
на	0	
статью	0	
https	0	
onco	0	
life	0	
ru	0	
bochnye	0	
effekty	0	
"		
"	0	
краем	0	
глаза	0	
где	0	
то	0	
видел	0	
что	0	
луразидон	0	
вроде	0	
как	0	
в	0	
японии	0	
синтезировали	0	
в	0	
связи	0	
с	0	
этим	0	
вспомнилось	0	
что	0	
там	0	
же	0	
появилось	0	
и	0	
много	0	
других	0	
антипсихотиков	0	
некоторые	0	
из	0	
которых	0	
преимущественно	0	
на	0	
внутреннем	0	
рынке	0	
и	0	
используются	0	
но	0	
почему	0	
примеры	0	
http	0	
en	0	
wikipedia	0	
iki	0	
blonanserin	0	
http	0	
en	0	
wikipedia	0	
org	0	
wiki	0	
zotepine	0	
http	0	
en	0	
wikipedia	0	
iki	0	
mosapramine	0	
http	0	
en	0	
wikipedia	0	
iki	0	
perospirone	0	
etc	0	
только	0	
лишь	0	
вопрос	0	
маркетинга	0	
доказательная	0	
база	0	
по	0	
некоторым	0	
из	0	
них	0	
очень	0	
даже	0	
есть	0	
по	0	
зотепину	0	
к	0	
примеру	0	
она	0	
весьма	0	
неплохая	0	
"		
"	0	
доставка	0	
не	0	
из	0	
индии	0	
сроки	0	
сжатые	0	
проблем	0	
с	0	
таможней	0	
нет	0	
"		
"	0	
напоминаем	0	
вам	0	
при	0	
заказе	0	
в	0	
нашей	0	
компании	0	
таможенных	0	
проблем	0	
не	0	
будет	0	
"		
"	0	
натали	0	
про	0	
14	0	
январь	0	
2020	0	
17	0	
13	0	
писал	0	
после	0	
операции	0	
хт	0	
это	0	
стандарт	0	
если	0	
бы	0	
вам	0	
не	0	
делали	0	
операцию	0	
то	0	
при	0	
наличка	0	
мутации	0	
это	0	
стандарт	0	
первой	0	
линии	0	
при	0	
наличии	0	
мутаций	0	
и	0	
распространенности	0	
процесса	0	
химия	0	
как	0	
показал	0	
горький	0	
опыт	0	
сдерживает	0	
только	0	
при	0	
постоянной	0	
химии	0	
при	0	
перерыве	0	
процесс	0	
в	0	
нашем	0	
случае	0	
распространился	0	
сильно	0	
быстро	0	
вот	0	
этого	0	
и	0	
боюсь	0	
и	0	
пока	0	
не	0	
понимаю	0	
как	0	
воздействать	0	
на	0	
врача	0	
чтобы	0	
вместо	0	
стандартной	0	
хт	0	
перешли	0	
на	0	
таргет	0	
чтобы	0	
не	0	
ждать	0	
и	0	
не	0	
травить	0	
организм	0	
простой	0	
химией	0	
тем	0	
более	0	
этот	0	
врач	0	
с	0	
сайта	0	
вообще	0	
написал	0	
что	0	
при	0	
муцинозном	0	
раке	0	
лучи	0	
бессмыслены	0	
стандартная	0	
химия	0	
не	0	
очень	0	
эффективна	0	
нужно	0	
если	0	
и	0	
лечиться	0	
профилактически	0	
то	0	
только	0	
таргетами	0	
"		
"	0	
ираида68	0	
15	0	
октябрь	0	
2020	0	
15	0	
21	0	
писал	0	
кто	0	
ж	0	
знает	0	
что	0	
это	0	
за	0	
шишка	0	
это	0	
только	0	
гистология	0	
точно	0	
сказать	0	
может	0	
получилось	0	
на	0	
завтра	0	
записаться	0	
в	0	
логинова	0	
в	0	
районной	0	
наша	0	
онколог	0	
уволилась	0	
и	0	
один	0	
врач	0	
остался	0	
к	0	
которому	0	
и	0	
не	0	
подступится	0	
третью	0	
химию	0	
гемцитабина	0	
отменили	0	
"		
"	0	
доброго	0	
дня	0	
подскажите	0	
новичку	0	
какая	0	
разница	0	
между	0	
препаратами	0	
софосбувир	0	
и	0	
даклатасвир	0	
и	0	
софосбувир	0	
ледипасвир	0	
разница	0	
самого	0	
дорого	0	
и	0	
самого	0	
не	0	
дорого	0	
200	0	
в	0	
чём	0	
фокус	0	
и	0	
когда	0	
имеет	0	
смысл	0	
переплачивать	0	
начать	0	
лечение	0	
что	0	
для	0	
этого	0	
нужно	0	
какие	0	
то	0	
анализы	0	
сдать	0	
с	0	
врачами	0	
пообщаться	0	
какой	0	
препарат	0	
и	0	
производитель	0	
лучше	0	
спасибо	0	
"		
"	0	
стив	0	
спешел	0	
фо	0	
ю	0	
"		
"	0	
777_	0	
писал	0	
а	0	
26	0	
мар	0	
2020	0	
10	0	
41	0	
nostrum	0	
impex	0	
есть	0	
ли	0	
скидки	0	
пенсионерам	0	
или	0	
инвалидам	0	
напишите	0	
в	0	
телеграм	0	
нам	0	
русскоязычная	0	
поддержка	0	
91	0	
9177579117	0	
viber	0	
telegram	0	
signal	0	
"		
"	0	
ленчик	0	
писал	0	
а	0	
10	0	
