TOKEN	TOKEN_VECT	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_VECTHEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	HEAD_CHILDS_VECT	NER	COREFERENCE_CLUSTER	HEAD_VECT	
21	-0.3834259808063507	91	-	-	-	-	-	nummod	47		-	-	-	-	0.04044709904119372	-0.3834259808063507	0	0	-0.18637514114379883	
47	-0.18637514114379883	91	-	-	-	-	-	nummod	писал		-	-	masc	VERB	0.04044709904119372	0.26685353368520737	0	0	-0.9630599617958069	
писал	-0.9630599617958069	91	-	-	masc	-	VERB	ROOT	писал		-	-	masc	VERB	0.04044709904119372	0.26685353368520737	0	0	-0.9630599617958069	
А	-0.466221421957016	91	-	-	-	-	CONJ	obj	писал		-	-	masc	VERB	0.04044709904119372	0.26685353368520737	0	0	-0.9630599617958069	
это	0.08339562267065048	91	-	-	-	-	PRCL	nsubj	счёт		inan	accs	masc	NOUN	0.04044709904119372	0.2312576820453008	0	0	1.0585901737213135	
за	0.6924828886985779	91	-	-	-	-	PREP	case	счёт		inan	accs	masc	NOUN	0.04044709904119372	0.2312576820453008	0	0	1.0585901737213135	
счёт	1.0585901737213135	91	inan	accs	masc	-	NOUN	obl	писал		-	-	masc	VERB	0.04044709904119372	0.26685353368520737	0	0	-0.9630599617958069	
ОМС	-0.08210546523332596	91	-	-	-	-	-	nmod	счёт		inan	accs	masc	NOUN	0.04044709904119372	0.2312576820453008	0	0	1.0585901737213135	
или	0.3940427303314209	91	-	-	-	-	CONJ	cc	самим		-	datv	-	ADJF	0.04044709904119372	0.3940427303314209	0	0	0.2758733034133911	
самим	0.2758733034133911	91	-	datv	-	-	ADJF	conj	ОМС		-	-	-	-	0.04044709904119372	0.2758733034133911	0	0	0.4843388795852661	
только	-0.6188740730285645	91	-	-	-	-	ADVB	advmod	делать		-	-	-	INFN	0.04044709904119372	-0.02636861801147461	0	0	0.11772175878286362	
делать	0.11772175878286362	91	-	-	-	-	INFN	xcomp	писал		-	-	masc	VERB	0.04044709904119372	0.26685353368520737	0	0	-0.9630599617958069	
за	0.6924828886985779	91	-	-	-	-	PREP	case	свой		inan	accs	masc	ADJF	0.04044709904119372	0.6924828886985779	0	0	0.5661368370056152	
свой	0.5661368370056152	91	inan	accs	masc	-	ADJF	obl	делать		-	-	-	INFN	0.04044709904119372	-0.02636861801147461	0	0	0.11772175878286362	
счёт	1.0585901737213135	91	inan	accs	masc	-	NOUN	obl	писал		-	-	masc	VERB	0.04044709904119372	0.26685353368520737	0	0	-0.9630599617958069	
У	-0.19833505153656006	91	-	-	-	-	PREP	case	нас		-	gent	-	NPRO	0.25150516747751017	-0.19833505153656006	0	0	0.2662120759487152	
нас	0.2662120759487152	91	-	gent	-	1per	NPRO	nmod	Ташкент		inan	nomn	masc	NOUN	0.25150516747751017	0.03718606382608414	0	0	0.04887228459119797	
это	0.08339562267065048	91	-	-	-	-	PRCL	nsubj	Ташкент		inan	nomn	masc	NOUN	0.25150516747751017	0.03718606382608414	0	0	0.04887228459119797	
за	0.6924828886985779	91	-	-	-	-	PREP	case	счёт		inan	accs	masc	NOUN	0.25150516747751017	0.6293098628520966	0	0	1.0585901737213135	
свой	0.5661368370056152	91	inan	accs	masc	-	ADJF	det	счёт		inan	accs	masc	NOUN	0.25150516747751017	0.6293098628520966	0	0	1.0585901737213135	
счёт	1.0585901737213135	91	inan	accs	masc	-	NOUN	nmod	это		-	-	-	PRCL	0.25150516747751017	1.0585901737213135	0	0	0.08339562267065048	
Ташкент	-0.03399965539574623	91	inan	nomn	masc	-	NOUN	ROOT	Ташкент		inan	nomn	masc	NOUN	0.25150516747751017	0.03718606382608414	0	0	0.04887228459119797	
но	-0.23804950714111328	91	-	-	-	-	CONJ	case	Ташкент		inan	nomn	masc	NOUN	0.25150516747751017	0.03718606382608414	0	0	0.04887228459119797	
вполне	0.23392075300216675	91	-	-	-	-	ADVB	advmod	подъемные		-	nomn	-	ADJF	0.25150516747751017	0.23392075300216675	0	0	0.3582105040550232	
подъемные	0.3582105040550232	91	-	nomn	-	-	ADJF	amod	цены		inan	nomn	femn	NOUN	0.25150516747751017	0.3582105040550232	0	0	-0.02200779877603054	
цены	-0.02200779877603054	91	inan	nomn	femn	-	NOUN	ROOT	цены		inan	nomn	femn	NOUN	0.25150516747751017	0.3582105040550232	0	0	-0.02200779877603054	
Всем	-0.4997673034667969	92	-	datv	-	-	ADJF	iobj	здравствуйте		-	-	-	INTJ	-0.5931671261787415	-0.4997673034667969	0	0	-0.686566948890686	
здравствуйте	-0.686566948890686	92	-	-	-	-	INTJ	ROOT	здравствуйте		-	-	-	INTJ	-0.5931671261787415	-0.4997673034667969	0	0	-0.686566948890686	
Очень	0.3778364360332489	93	-	-	-	-	ADVB	advmod	прошу		-	-	-	VERB	0.1407176746122007	0.24454393982887268	0	0	0.1738101840019226	
прошу	0.1738101840019226	93	-	-	-	1per	VERB	ROOT	прошу		-	-	-	VERB	0.1407176746122007	0.24454393982887268	0	0	0.1738101840019226	
подсказать	0.15882594883441925	93	-	-	-	-	INFN	xcomp	прошу		-	-	-	VERB	0.1407176746122007	0.24454393982887268	0	0	0.1738101840019226	
посоветовать	0.29888445138931274	93	-	-	-	-	INFN	xcomp	подсказать		-	-	-	INFN	0.1407176746122007	0.29888445138931274	0	0	0.15882594883441925	
или	0.3940427303314209	93	-	-	-	-	CONJ	cc	может		-	-	-	VERB	0.1407176746122007	0.25950539112091064	0	0	-0.16998408734798431	
может	-0.16998408734798431	93	-	-	-	3per	VERB	conj	прошу		-	-	-	VERB	0.1407176746122007	0.24454393982887268	0	0	0.1738101840019226	
кто	0.24417948722839355	93	-	nomn	masc	-	NPRO	nsubj	проходил		-	-	masc	VERB	0.1407176746122007	0.07050450542010367	0	0	0.12496805191040039	
из	0.46153897047042847	93	-	-	-	-	PREP	case	форумчан		anim	gent	masc	NOUN	0.1407176746122007	0.46153897047042847	0	0	0.5756787061691284	
форумчан	0.5756787061691284	93	anim	gent	masc	-	NOUN	nmod	кто		-	nomn	masc	NPRO	0.1407176746122007	0.5756787061691284	0	0	0.24417948722839355	
проходил	0.12496805191040039	93	-	-	masc	-	VERB	ccomp	может		-	-	-	VERB	0.1407176746122007	0.25950539112091064	0	0	-0.16998408734798431	
HIFU	-0.013569352217018604	93	-	-	-	-	-	iobj	проходил		-	-	masc	VERB	0.1407176746122007	0.07050450542010367	мед1	hifu терапия	0.12496805191040039	
терапию	-0.013457046821713448	93	inan	accs	femn	-	NOUN	obj	проходил		-	-	masc	VERB	0.1407176746122007	0.07050450542010367	мед2	hifu терапия	0.12496805191040039	
и	-0.16761508584022522	93	-	-	-	-	CONJ	cc	подскажет		-	-	-	VERB	0.1407176746122007	-0.1823638156056404	0	0	0.06486493349075317	
подскажет	0.06486493349075317	93	-	-	-	3per	VERB	conj	проходил		-	-	masc	VERB	0.1407176746122007	0.07050450542010367	0	0	0.12496805191040039	
что	-0.33889976143836975	93	-	-	-	-	CONJ	mark	терапия		inan	nomn	femn	NOUN	0.1407176746122007	0.1334458276629448	0	0	-0.1971125453710556	
это	0.08339562267065048	93	-	-	-	-	PRCL	nsubj	терапия		inan	nomn	femn	NOUN	0.1407176746122007	0.1334458276629448	0	0	-0.1971125453710556	
и	-0.16761508584022522	93	-	-	-	-	CONJ	advmod	действенная		-	nomn	femn	ADJF	0.1407176746122007	-0.007844790816307068	0	0	0.553534984588623	
действенная	0.553534984588623	93	-	nomn	femn	-	ADJF	amod	терапия		inan	nomn	femn	NOUN	0.1407176746122007	0.1334458276629448	0	0	-0.1971125453710556	
ли	0.15192550420761108	93	-	-	-	-	CONJ	advmod	действенная		-	nomn	femn	ADJF	0.1407176746122007	-0.007844790816307068	0	0	0.553534984588623	
данная	-0.06895250082015991	93	-	nomn	femn	-	PRTF	amod	терапия		inan	nomn	femn	NOUN	0.1407176746122007	0.1334458276629448	0	0	-0.1971125453710556	
терапия	-0.1971125453710556	93	inan	nomn	femn	-	NOUN	nsubj	подскажет		-	-	-	VERB	0.1407176746122007	-0.1823638156056404	0	hifu терапия	0.06486493349075317	
вообще	0.3957325220108032	93	-	-	-	-	ADVB	advmod	раке		anim	loct	masc	NOUN	0.1407176746122007	0.03991666994988918	0	0	0.4381507933139801	
а	-0.466221421957016	93	-	-	-	-	CONJ	cc	раке		anim	loct	masc	NOUN	0.1407176746122007	0.03991666994988918	0	0	0.4381507933139801	
тем	0.20449940860271454	93	-	-	-	-	CONJ	obl	более		-	-	-	ADVB	0.1407176746122007	0.20449940860271454	0	0	0.19764183461666107	
более	0.19764183461666107	93	-	-	-	-	ADVB	advmod	раке		anim	loct	masc	NOUN	0.1407176746122007	0.03991666994988918	0	0	0.4381507933139801	
при	0.03251374512910843	93	-	-	-	-	PREP	case	раке		anim	loct	masc	NOUN	0.1407176746122007	0.03991666994988918	0	0	0.4381507933139801	
раке	0.4381507933139801	93	anim	loct	masc	-	NOUN	nmod	терапия		inan	nomn	femn	NOUN	0.1407176746122007	0.1334458276629448	0	0	-0.1971125453710556	
поджелудочной	0.6114974617958069	93	-	gent	femn	-	ADJF	punct	прошу		-	-	-	VERB	0.1407176746122007	0.24454393982887268	0	0	0.1738101840019226	
Нигде	0.15899088978767395	93	-	-	-	-	ADVB	advmod	могу		-	-	-	VERB	0.2069317036204868	0.21749483346939086	0	0	-0.4679563343524933	
в	0.28417888283729553	93	-	-	-	-	PREP	case	интернете		inan	loct	masc	NOUN	0.2069317036204868	0.28417888283729553	0	0	0.1339261829853058	
интернете	0.1339261829853058	93	inan	loct	masc	-	NOUN	obl	могу		-	-	-	VERB	0.2069317036204868	0.21749483346939086	0	0	-0.4679563343524933	
не	-0.34785494208335876	93	-	-	-	-	PRCL	advmod	могу		-	-	-	VERB	0.2069317036204868	0.21749483346939086	0	0	-0.4679563343524933	
могу	-0.4679563343524933	93	-	-	-	1per	VERB	ROOT	могу		-	-	-	VERB	0.2069317036204868	0.21749483346939086	0	0	-0.4679563343524933	
найти	0.49974653124809265	93	-	-	-	-	INFN	xcomp	могу		-	-	-	VERB	0.2069317036204868	0.21749483346939086	0	0	-0.4679563343524933	
отзывов	0.5629560947418213	93	inan	gent	masc	-	NOUN	obj	найти		-	-	-	INFN	0.2069317036204868	0.47934430837631226	0	0	0.49974653124809265	
вообще	0.3957325220108032	93	-	-	-	-	ADVB	advmod	найти		-	-	-	INFN	0.2069317036204868	0.47934430837631226	0	0	0.49974653124809265	
никаких	0.6426655054092407	93	-	gent	-	-	ADJF	punct	могу		-	-	-	VERB	0.2069317036204868	0.21749483346939086	0	0	-0.4679563343524933	
Писала	-0.5307851433753967	93	-	-	femn	-	VERB	ROOT	Писала		-	-	femn	VERB	0.12834293182407105	0.14919844766457876	0	0	-0.46842432022094727	
ранее	0.3903236985206604	93	-	-	-	-	ADVB	advmod	Писала		-	-	femn	VERB	0.12834293182407105	0.14919844766457876	0	0	-0.46842432022094727	
в	0.28417888283729553	93	-	-	-	-	PREP	case	форуме		inan	loct	masc	NOUN	0.12834293182407105	0.2788306623697281	0	0	-0.09651802480220795	
форуме	-0.09651802480220795	93	inan	loct	masc	-	NOUN	obl	Писала		-	-	femn	VERB	0.12834293182407105	0.14919844766457876	0	0	-0.46842432022094727	
по	-0.1448189616203308	93	-	-	-	-	PREP	case	лечению		inan	datv	neut	NOUN	0.12834293182407105	0.1549670547246933	0	0	0.7255441546440125	
нашему	0.08678390085697174	93	-	datv	neut	-	ADJF	det	лечению		inan	datv	neut	NOUN	0.12834293182407105	0.1549670547246933	0	0	0.7255441546440125	
предыдущему	0.522936224937439	93	-	datv	masc	-	ADJF	amod	лечению		inan	datv	neut	NOUN	0.12834293182407105	0.1549670547246933	0	0	0.7255441546440125	
лечению	0.7255441546440125	93	inan	datv	neut	-	NOUN	nmod	форуме		inan	loct	masc	NOUN	0.12834293182407105	0.2788306623697281	0	0	-0.09651802480220795	
химиопрепаратами	-0.17323105037212372	93	inan	ablt	masc	-	NOUN	nmod	форуме		inan	loct	masc	NOUN	0.12834293182407105	0.2788306623697281	0	0	-0.09651802480220795	
поэтому	-0.3239479660987854	93	-	-	-	-	ADVB	advmod	повторю		-	-	-	VERB	0.12834293182407105	0.36752815047899884	0	0	0.1537896692752838	
повторю	0.1537896692752838	93	-	-	-	1per	VERB	conj	Писала		-	-	femn	VERB	0.12834293182407105	0.14919844766457876	0	0	-0.46842432022094727	
историю	0.2904147207736969	93	inan	accs	femn	-	NOUN	obj	повторю		-	-	-	VERB	0.12834293182407105	0.36752815047899884	0	0	0.1537896692752838	
для	-0.5239867568016052	93	-	-	-	-	PREP	case	понимания		inan	gent	neut	NOUN	0.12834293182407105	-0.5239867568016052	0	0	1.136117696762085	
понимания	1.136117696762085	93	inan	gent	neut	-	NOUN	obl	повторю		-	-	-	VERB	0.12834293182407105	0.36752815047899884	0	0	0.1537896692752838	
У	-0.19833505153656006	93	-	-	-	-	PREP	case	мамочки		anim	gent	femn	NOUN	0.283223753544287	-0.19833505153656006	0	0	0.6870895028114319	
мамочки	0.6870895028114319	93	anim	gent	femn	-	NOUN	obl	совершено		-	-	neut	PRTS	0.283223753544287	0.3728821650147438	0	0	0.2894868850708008	
79	-0.25914326310157776	93	-	-	-	-	-	nummod	лет		inan	gent	masc	NOUN	0.283223753544287	-0.25914326310157776	0	0	0.2484353482723236	
лет	0.2484353482723236	93	inan	gent	masc	-	NOUN	obl	совершено		-	-	neut	PRTS	0.283223753544287	0.3728821650147438	0	0	0.2894868850708008	
совершено	0.2894868850708008	93	-	-	neut	-	PRTS	ROOT	совершено		-	-	neut	PRTS	0.283223753544287	0.3728821650147438	0	0	0.2894868850708008	
случайно	0.26056548953056335	93	-	-	-	-	ADVB	advmod	совершено		-	-	neut	PRTS	0.283223753544287	0.3728821650147438	0	0	0.2894868850708008	
на	-0.046334847807884216	93	-	-	-	-	PREP	case	УЗИ		inan	nomn	neut	NOUN	0.283223753544287	0.7575815990567207	0	0		
УЗИ	0.34263554215431213	93	inan	nomn	neut	-	NOUN	obl	обнаружили		-	-	-	VERB	0.283223753544287	0.28931892414887744	0	0	0.29543831944465637	
брюшной	1.642590880393982	93	-	nomn	masc	-	ADJF	amod	полости		inan	loct	femn	NOUN	0.283223753544287	1.642590880393982	0	0	1.5614980459213257	
полости	1.5614980459213257	93	inan	loct	femn	-	NOUN	nmod	УЗИ		inan	nomn	neut	NOUN	0.283223753544287	0.7575815990567207	0	0		
обнаружили	0.29543831944465637	93	-	-	-	-	VERB	conj	совершено		-	-	neut	PRTS	0.283223753544287	0.3728821650147438	0	0	0.2894868850708008	
рак	0.13948582112789154	93	inan	accs	masc	-	NOUN	obj	обнаружили		-	-	-	VERB	0.283223753544287	0.28931892414887744	0	0	0.29543831944465637	
головки	0.49403804540634155	93	inan	nomn	femn	-	NOUN	nmod	рак		inan	accs	masc	NOUN	0.283223753544287	0.49403804540634155	0	0	0.13948582112789154	
поджелудочной	0.6114974617958069	93	-	gent	femn	-	ADJF	xcomp	обнаружили		-	-	-	VERB	0.283223753544287	0.28931892414887744	0	0	0.29543831944465637	
в	0.28417888283729553	93	-	-	-	-	PREP	case	июне		inan	loct	masc	NOUN	0.283223753544287	0.22896602749824524	0	0	0.02879202365875244	
июне	0.02879202365875244	93	inan	loct	masc	-	NOUN	obl	обнаружили		-	-	-	VERB	0.283223753544287	0.28931892414887744	0	0	0.29543831944465637	
2020	-0.37707754969596863	93	-	-	-	-	-	amod	г		inan	gent	masc	NOUN	0.283223753544287	-0.37707754969596863	0	0	0.17375317215919495	
г	0.17375317215919495	93	inan	gent	masc	-	NOUN	nmod	июне		inan	loct	masc	NOUN	0.283223753544287	0.22896602749824524	0	0	0.02879202365875244	
В	0.28417888283729553	93	-	-	-	-	PREP	case	итоге		inan	loct	masc	NOUN	0.283223753544287	0.28417888283729553	0	0	0.1828746646642685	
итоге	0.1828746646642685	93	inan	loct	masc	-	NOUN	obl	обнаружили		-	-	-	VERB	0.283223753544287	0.28931892414887744	0	0	0.29543831944465637	
по	-0.1448189616203308	93	-	-	-	-	PREP	case	результатам		inan	datv	masc	NOUN	0.283223753544287	0.04963875561952591	0	0	0.4306280314922333	
результатам	0.4306280314922333	93	inan	datv	masc	-	NOUN	obl	обнаружили		-	-	-	VERB	0.283223753544287	0.28931892414887744	0	0	0.29543831944465637	
биопсии	0.24409647285938263	93	inan	gent	femn	-	NOUN	nmod	результатам		inan	datv	masc	NOUN	0.283223753544287	0.04963875561952591	0	0	0.4306280314922333	
аденокарцинома	0.1695234775543213	93	inan	nomn	femn	-	NOUN	nmod	биопсии		inan	gent	femn	NOUN	0.283223753544287	0.1695234775543213	0	0	0.24409647285938263	
3	-0.009286726824939251	93	-	-	-	-	-	appos	аденокарцинома		inan	nomn	femn	NOUN	0.283223753544287	-0.009286726824939251	0	0	0.1695234775543213	
стадия	0.028027042746543884	93	inan	nomn	femn	-	NOUN	ROOT	стадия		inan	nomn	femn	NOUN	0.283223753544287	0.0	0	0	0.028027042746543884	
В	0.28417888283729553	93	-	-	-	-	PREP	case	июле		inan	loct	masc	NOUN	-0.12271352554671466	0.22896602749824524	0	0	-0.12252099066972733	
июле	-0.12252099066972733	93	inan	loct	masc	-	NOUN	obl	начали		-	-	-	VERB	-0.12271352554671466	-0.13438967118660608	0	0	0.0308783371001482	
2020	-0.37707754969596863	93	-	-	-	-	-	amod	г		inan	gent	masc	NOUN	-0.12271352554671466	-0.37707754969596863	0	0	0.17375317215919495	
г	0.17375317215919495	93	inan	gent	masc	-	NOUN	nmod	июле		inan	loct	masc	NOUN	-0.12271352554671466	0.22896602749824524	0	0	-0.12252099066972733	
начали	0.0308783371001482	93	-	-	-	-	VERB	ROOT	начали		-	-	-	VERB	-0.12271352554671466	-0.13438967118660608	0	0	0.0308783371001482	
химиотерапию	-0.1587211787700653	93	inan	accs	femn	-	NOUN	obj	начали		-	-	-	VERB	-0.12271352554671466	-0.13438967118660608	0	0	0.0308783371001482	
Абраксан	-0.12192684412002563	93	anim	gent	femn	-	NOUN	nsubj	начали		-	-	-	VERB	-0.12271352554671466	-0.13438967118660608	мед	абраксан	0.0308783371001482	
Гемцитабин	-0.6902720332145691	93	anim	nomn	masc	-	NOUN	flat:name	Абраксан		anim	gent	femn	NOUN	-0.12271352554671466	-0.6902720332145691	мед	гемцитабин	-0.1526135355234146	
Сделали	0.3107864558696747	93	-	-	-	-	VERB	ROOT	Сделали		-	-	-	VERB	0.10892411204986274	0.1235944852232933	0	0	0.24589334428310394	
только	-0.6188740730285645	93	-	-	-	-	ADVB	advmod	2		-	-	-	-	0.10892411204986274	-0.6188740730285645	0	0	0.012793688103556633	
2	0.012793688103556633	93	-	-	-	-	-	nummod:gov	процедуры		inan	gent	femn	NOUN	0.10892411204986274	0.4111977657303214	0	0	0.1235944852232933	
процедуры	0.1235944852232933	93	inan	gent	femn	-	NOUN	obj	Сделали		-	-	-	VERB	0.10892411204986274	0.1235944852232933	0	0	0.24589334428310394	
с	-0.303444504737854	93	-	-	-	-	PREP	case	задержкой		inan	ablt	femn	NOUN	0.10892411204986274	-0.02534419298171997	0	0	0.8096018433570862	
задержкой	0.8096018433570862	93	inan	ablt	femn	-	NOUN	nmod	процедуры		inan	gent	femn	NOUN	0.10892411204986274	0.4111977657303214	0	0	0.1235944852232933	
в	0.28417888283729553	93	-	-	-	-	PREP	case	неделю		inan	accs	femn	NOUN	0.10892411204986274	0.28417888283729553	0	0	0.25275611877441406	
неделю	0.25275611877441406	93	inan	accs	femn	-	NOUN	nmod	задержкой		inan	ablt	femn	NOUN	0.10892411204986274	-0.02534419298171997	0	0	0.8096018433570862	
Из	0.46153897047042847	93	-	-	-	-	PREP	case	непереносимости		inan	gent	femn	NOUN	0.14536647353735235	0.5770109295845032	0	0	0.4436734914779663	
за	0.6924828886985779	93	-	-	-	-	PREP	case	непереносимости		inan	gent	femn	NOUN	0.14536647353735235	0.5770109295845032	0	0	0.4436734914779663	
непереносимости	0.4436734914779663	93	inan	gent	femn	-	NOUN	obl	отменили		-	-	-	VERB	0.14536647353735235	0.16270190787812075	0	0	0.44316041469573975	
высокая	0.2625935673713684	93	-	nomn	femn	-	ADJF	amod	температура		inan	nomn	femn	NOUN	0.14536647353735235	0.030385494232177734	0	0	0.13692457973957062	
температура	0.13692457973957062	93	inan	nomn	femn	-	NOUN	nsubj	отменили		-	-	-	VERB	0.14536647353735235	0.16270190787812075	0	0	0.44316041469573975	
39	-0.28819382190704346	93	-	-	-	-	-	nummod	более		-	-	-	ADVB	0.14536647353735235	-0.28819382190704346	0	0	0.19764183461666107	
более	0.19764183461666107	93	-	-	-	-	ADVB	advmod	недели		inan	gent	femn	NOUN	0.14536647353735235	0.19764183461666107	0	0	-0.20182257890701294	
недели	-0.20182257890701294	93	inan	gent	femn	-	NOUN	nmod	температура		inan	nomn	femn	NOUN	0.14536647353735235	0.030385494232177734	0	0	0.13692457973957062	
и	-0.16761508584022522	93	-	-	-	-	CONJ	cc	последствии		inan	loct	neut	NOUN	0.14536647353735235	0.15969231724739075	0	0	0.3478017747402191	
в	0.28417888283729553	93	-	-	-	-	PREP	case	последствии		inan	loct	neut	NOUN	0.14536647353735235	0.15969231724739075	0	0	0.3478017747402191	
последствии	0.3478017747402191	93	inan	loct	neut	-	NOUN	obl	отменили		-	-	-	VERB	0.14536647353735235	0.16270190787812075	0	0	0.44316041469573975	
пневмония	0.36251315474510193	93	inan	nomn	femn	-	NOUN	nmod	последствии		inan	loct	neut	NOUN	0.14536647353735235	0.15969231724739075	0	0	0.3478017747402191	
Абраксан	-0.12192684412002563	93	anim	gent	femn	-	NOUN	obj	отменили		-	-	-	VERB	0.14536647353735235	0.16270190787812075	мед	абраксан	0.44316041469573975	
отменили	0.44316041469573975	93	-	-	-	-	VERB	ROOT	отменили		-	-	-	VERB	0.14536647353735235	0.16270190787812075	0	0	0.44316041469573975	
оставили	0.1188846156001091	93	-	-	-	-	VERB	xcomp	отменили		-	-	-	VERB	0.14536647353735235	0.16270190787812075	0	0	0.44316041469573975	
Гемцитабин	-0.6902720332145691	93	anim	nomn	masc	-	NOUN	obj	оставили		-	-	-	VERB	0.14536647353735235	-0.6902720332145691	мед	гемцитабин	0.1188846156001091	
в	0.28417888283729553	93	-	-	-	-	PREP	case	монорежиме		inan	loct	masc	NOUN	0.14536647353735235	0.28417888283729553	0	0	0.050853829830884933	
монорежиме	0.050853829830884933	93	inan	loct	masc	-	NOUN	obl	отменили		-	-	-	VERB	0.14536647353735235	0.16270190787812075	0	0	0.44316041469573975	
Спустя	0.2544862926006317	93	-	-	-	-	PREP	case	месяц		inan	accs	masc	NOUN	-0.052265639975667	0.2544862926006317	0	0	0.017108963802456856	
месяц	0.017108963802456856	93	inan	accs	masc	-	NOUN	obl	начали		-	-	-	VERB	-0.052265639975667	-0.09888695118327935	0	0	0.0308783371001482	
в	0.28417888283729553	93	-	-	-	-	PREP	case	конце		inan	loct	masc	NOUN	-0.052265639975667	0.10949593409895897	0	0	0.2874469757080078	
конце	0.2874469757080078	93	inan	loct	masc	-	NOUN	obl	начали		-	-	-	VERB	-0.052265639975667	-0.09888695118327935	0	0	0.0308783371001482	
сентября	-0.0651870146393776	93	inan	gent	masc	-	NOUN	nmod	конце		inan	loct	masc	NOUN	-0.052265639975667	0.10949593409895897	0	0	0.2874469757080078	
2020	-0.37707754969596863	93	-	-	-	-	-	amod	г		inan	gent	masc	NOUN	-0.052265639975667	-0.37707754969596863	0	0	0.17375317215919495	
г	0.17375317215919495	93	inan	gent	masc	-	NOUN	nmod	сентября		inan	gent	masc	NOUN	-0.052265639975667	0.17375317215919495	0	0	-0.0651870146393776	
начали	0.0308783371001482	93	-	-	-	-	VERB	ROOT	начали		-	-	-	VERB	-0.052265639975667	-0.09888695118327935	0	0	0.0308783371001482	
курс	-0.6012167930603027	93	inan	nomn	masc	-	NOUN	obj	начали		-	-	-	VERB	-0.052265639975667	-0.09888695118327935	0	0	0.0308783371001482	
Гемцитабина	-0.5270276665687561	93	anim	gent	masc	-	NOUN	nmod	курс		inan	nomn	masc	NOUN	-0.052265639975667	-0.5270276665687561	мед	гемцитабин	-0.6012167930603027	
После	-0.37001657485961914	93	-	-	-	-	PREP	case	капельницы		inan	gent	femn	NOUN	0.03919411133974791	-0.17861144337803125	0	0	-0.4129364490509033	
2	0.012793688103556633	93	-	-	-	-	-	nummod	капельницы		inan	gent	femn	NOUN	0.03919411133974791	-0.17861144337803125	0	0	-0.4129364490509033	
капельницы	-0.4129364490509033	93	inan	gent	femn	-	NOUN	obl	случился		-	-	masc	VERB	0.03919411133974791	0.11764354507128398	0	0	0.30381304025650024	
случился	0.30381304025650024	93	-	-	masc	-	VERB	ROOT	случился		-	-	masc	VERB	0.03919411133974791	0.11764354507128398	0	0	0.30381304025650024	
анафилактический	0.10604482889175415	93	-	nomn	masc	-	ADJF	amod	шок		inan	accs	masc	NOUN	0.03919411133974791	0.10604482889175415	0	0	0.3227066695690155	
шок	0.3227066695690155	93	inan	accs	masc	-	NOUN	nsubj	случился		-	-	masc	VERB	0.03919411133974791	0.11764354507128398	0	0	0.30381304025650024	
и	-0.16761508584022522	93	-	-	-	-	CONJ	cc	отменили		-	-	-	VERB	0.03919411133974791	-0.16761508584022522	0	0	0.44316041469573975	
нам	0.14491517841815948	93	-	datv	-	1per	NPRO	discourse	и		-	-	-	CONJ	0.03919411133974791	0.07699529081583023	0	0	-0.16761508584022522	
его	0.009075403213500977	93	-	accs	masc	3per	NPRO	discourse	и		-	-	-	CONJ	0.03919411133974791	0.07699529081583023	0	гемцитабин	-0.16761508584022522	
отменили	0.44316041469573975	93	-	-	-	-	VERB	conj	случился		-	-	masc	VERB	0.03919411133974791	0.11764354507128398	0	0	0.30381304025650024	
Долго	0.2720933258533478	93	-	-	-	-	ADVB	advmod	приходили		-	-	-	VERB	0.10668684851511248	0.13823037763359025	0	0	0.07732263207435608	
приходили	0.07732263207435608	93	-	-	-	-	VERB	ROOT	приходили		-	-	-	VERB	0.10668684851511248	0.13823037763359025	0	0	0.07732263207435608	
в	0.28417888283729553	93	-	-	-	-	PREP	case	себя		-	accs	-	NPRO	0.10668684851511248	0.28417888283729553	0	0	0.002326271729543805	
себя	0.002326271729543805	93	-	accs	-	-	NPRO	obl	приходили		-	-	-	VERB	0.10668684851511248	0.13823037763359025	0	0	0.07732263207435608	
и	-0.16761508584022522	93	-	-	-	-	CONJ	cc	прошли		-	-	-	VERB	0.10668684851511248	-0.16761508584022522	0	0	0.11759735643863678	
прошли	0.11759735643863678	93	-	-	-	-	VERB	conj	приходили		-	-	-	VERB	0.10668684851511248	0.13823037763359025	0	0	0.07732263207435608	
обследование	0.16090455651283264	93	inan	accs	neut	-	NOUN	obj	приходили		-	-	-	VERB	0.10668684851511248	0.13823037763359025	0	0	0.07732263207435608	
И	-0.16761508584022522	93	-	-	-	-	CONJ	cc	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
что	-0.33889976143836975	93	-	-	-	-	CONJ	mark	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
удивительно	0.1857694387435913	93	-	-	-	-	ADVB	advmod	результатам		inan	datv	masc	NOUN	0.13483173213899136	0.10900614658991496	0	0	0.4306280314922333	
по	-0.1448189616203308	93	-	-	-	-	PREP	case	результатам		inan	datv	masc	NOUN	0.13483173213899136	0.10900614658991496	0	0	0.4306280314922333	
результатам	0.4306280314922333	93	inan	datv	masc	-	NOUN	obl	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
